"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Score","Lower Estimate","Higher Estimate","Footnote","Start Date","End Date"
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4771,0.249,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,PSI-8,In-Hospital Fall With Hip Fracture Rate,7507,0.152,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1326,1.39,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,PSI-90,Serious complications,Not Applicable,0.95,0.634,1.274,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,432,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-11,Postoperative Respiratory Failure Rate,355,2.092,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,916,1.195,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-13,Postoperative Sepsis Rate,390,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-14,Postoperative Wound Dehiscence Rate,460,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1194,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-3,Pressure Ulcer Rate,5635,0.4,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-6,"Iatrogenic pneumothorax, adult Rate",8911,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5278,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-8,In-Hospital Fall With Hip Fracture Rate,8194,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,874,0.998,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,PSI-90,Serious complications,Not Applicable,0.72,0.363,1.08,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,800,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-11,Postoperative Respiratory Failure Rate,622,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2071,2.763,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-13,Postoperative Sepsis Rate,776,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-14,Postoperative Wound Dehiscence Rate,620,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1819,1.537,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-3,Pressure Ulcer Rate,8099,0.28,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-4,Death among surgical inpatients with serious treatable complications Rate,31,74.31,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-6,"Iatrogenic pneumothorax, adult Rate",13412,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,7106,0.263,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-8,In-Hospital Fall With Hip Fracture Rate,11700,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1985,0.793,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,PSI-90,Serious complications,Not Applicable,0.62,0.301,0.944,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,523,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-11,Postoperative Respiratory Failure Rate,374,1.523,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1061,1.83,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-13,Postoperative Sepsis Rate,502,4.18,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-14,Postoperative Wound Dehiscence Rate,359,1.776,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1098,1.154,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-3,Pressure Ulcer Rate,4463,1.687,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-4,Death among surgical inpatients with serious treatable complications Rate,41,53.49,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-6,"Iatrogenic pneumothorax, adult Rate",7663,0.374,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4346,0.409,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-8,In-Hospital Fall With Hip Fracture Rate,7048,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1010,4.421,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,PSI-90,Serious complications,Not Applicable,1.12,0.792,1.453,20,07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-3,Pressure Ulcer Rate,306,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-6,"Iatrogenic pneumothorax, adult Rate",491,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,342,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-8,In-Hospital Fall With Hip Fracture Rate,422,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,PSI-90,Serious complications,Not Applicable,0.97,0.289,1.656,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,782,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-11,Postoperative Respiratory Failure Rate,738,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1110,1.237,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-13,Postoperative Sepsis Rate,706,1.555,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-14,Postoperative Wound Dehiscence Rate,253,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,691,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-3,Pressure Ulcer Rate,2658,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-6,"Iatrogenic pneumothorax, adult Rate",4968,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2904,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-8,In-Hospital Fall With Hip Fracture Rate,4476,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1087,2.473,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,PSI-90,Serious complications,Not Applicable,0.61,0.237,0.987,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1072,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-11,Postoperative Respiratory Failure Rate,944,2.996,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2007,2.956,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-13,Postoperative Sepsis Rate,1170,2.773,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-14,Postoperative Wound Dehiscence Rate,667,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1903,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-3,Pressure Ulcer Rate,6470,0.164,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,52,150.36,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",11197,0.142,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5696,0.16,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-8,In-Hospital Fall With Hip Fracture Rate,9960,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1907,3.493,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,PSI-90,Serious complications,Not Applicable,0.75,0.455,1.04,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,25,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,25,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-3,Pressure Ulcer Rate,787,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-6,"Iatrogenic pneumothorax, adult Rate",1335,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,925,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-8,In-Hospital Fall With Hip Fracture Rate,1237,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,25,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,PSI-90,Serious complications,Not Applicable,0.93,0.285,1.583,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1217,1.917,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-11,Postoperative Respiratory Failure Rate,880,2.831,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2141,4.035,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-13,Postoperative Sepsis Rate,1170,3.439,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-14,Postoperative Wound Dehiscence Rate,645,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1683,1.512,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-3,Pressure Ulcer Rate,7527,0.823,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,47,268.99,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",11437,0.839,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
