"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date"
GU,PSI_90_SAFETY,Serious complications,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
GU,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
HI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,10,0,2,,04/01/2016,03/31/2019
HI,MORT_30_AMI,Death rate for heart attack patients,0,10,0,3,,07/01/2016,06/30/2019
HI,MORT_30_CABG,Death rate for CABG surgery patients,0,2,0,4,,07/01/2016,06/30/2019
HI,MORT_30_COPD,Death rate for COPD patients,0,12,0,3,,07/01/2016,06/30/2019
HI,MORT_30_HF,Death rate for heart failure patients,0,12,0,2,,07/01/2016,06/30/2019
HI,MORT_30_PN,Death rate for pneumonia patients,1,11,0,4,,07/01/2016,06/30/2019
HI,MORT_30_STK,Death rate for stroke patients,0,11,0,2,,07/01/2016,06/30/2019
HI,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,11,0,1,,07/01/2017,06/30/2019
HI,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,11,0,1,,07/01/2017,06/30/2019
HI,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,12,0,0,,07/01/2017,06/30/2019
HI,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,11,0,0,,07/01/2017,06/30/2019
HI,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,11,0,1,,07/01/2017,06/30/2019
HI,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,12,0,0,,07/01/2017,06/30/2019
HI,PSI_3_ULCER,Pressure sores,0,12,0,0,,07/01/2017,06/30/2019
HI,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,8,0,4,,07/01/2017,06/30/2019
HI,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,12,0,0,,07/01/2017,06/30/2019
HI,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,12,0,0,,07/01/2017,06/30/2019
HI,PSI_90_SAFETY,Serious complications,0,11,1,Not Available,,07/01/2017,06/30/2019
HI,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,12,0,0,,07/01/2017,06/30/2019
IA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,3,56,0,18,,04/01/2016,03/31/2019
IA,MORT_30_AMI,Death rate for heart attack patients,0,26,0,79,,07/01/2016,06/30/2019
IA,MORT_30_CABG,Death rate for CABG surgery patients,0,11,0,1,,07/01/2016,06/30/2019
IA,MORT_30_COPD,Death rate for COPD patients,2,70,0,46,,07/01/2016,06/30/2019
IA,MORT_30_HF,Death rate for heart failure patients,9,73,0,36,,07/01/2016,06/30/2019
IA,MORT_30_PN,Death rate for pneumonia patients,5,107,2,4,,07/01/2016,06/30/2019
IA,MORT_30_STK,Death rate for stroke patients,0,39,0,73,,07/01/2016,06/30/2019
IA,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,32,0,0,,07/01/2017,06/30/2019
IA,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,31,0,0,,07/01/2017,06/30/2019
IA,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,1,31,1,1,,07/01/2017,06/30/2019
IA,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,31,0,0,,07/01/2017,06/30/2019
IA,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,30,0,4,,07/01/2017,06/30/2019
IA,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,32,0,1,,07/01/2017,06/30/2019
IA,PSI_3_ULCER,Pressure sores,3,31,0,0,,07/01/2017,06/30/2019
IA,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,19,0,11,,07/01/2017,06/30/2019
IA,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,34,0,0,,07/01/2017,06/30/2019
IA,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,34,0,0,,07/01/2017,06/30/2019
IA,PSI_90_SAFETY,Serious complications,2,32,0,Not Available,,07/01/2017,06/30/2019
IA,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,33,0,1,,07/01/2017,06/30/2019
ID,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,25,0,5,,04/01/2016,03/31/2019
ID,MORT_30_AMI,Death rate for heart attack patients,0,11,0,22,,07/01/2016,06/30/2019
ID,MORT_30_CABG,Death rate for CABG surgery patients,0,5,0,0,,07/01/2016,06/30/2019
ID,MORT_30_COPD,Death rate for COPD patients,2,24,0,14,,07/01/2016,06/30/2019
ID,MORT_30_HF,Death rate for heart failure patients,4,19,0,18,,07/01/2016,06/30/2019
ID,MORT_30_PN,Death rate for pneumonia patients,1,31,0,10,,07/01/2016,06/30/2019
ID,MORT_30_STK,Death rate for stroke patients,3,10,0,24,,07/01/2016,06/30/2019
ID,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,14,0,1,,07/01/2017,06/30/2019
ID,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,13,1,1,,07/01/2017,06/30/2019
ID,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,14,0,1,,07/01/2017,06/30/2019
ID,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,14,0,1,,07/01/2017,06/30/2019
ID,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,14,0,0,,07/01/2017,06/30/2019
ID,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,14,0,0,,07/01/2017,06/30/2019
ID,PSI_3_ULCER,Pressure sores,0,14,0,2,,07/01/2017,06/30/2019
ID,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,8,0,4,,07/01/2017,06/30/2019
ID,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,15,0,1,,07/01/2017,06/30/2019
ID,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,15,0,1,,07/01/2017,06/30/2019
ID,PSI_90_SAFETY,Serious complications,0,16,0,Not Available,,07/01/2017,06/30/2019
ID,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,14,0,1,,07/01/2017,06/30/2019
IL,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,4,108,0,30,,04/01/2016,03/31/2019
IL,MORT_30_AMI,Death rate for heart attack patients,0,102,2,71,,07/01/2016,06/30/2019
IL,MORT_30_CABG,Death rate for CABG surgery patients,1,49,0,14,,07/01/2016,06/30/2019
IL,MORT_30_COPD,Death rate for COPD patients,1,161,6,13,,07/01/2016,06/30/2019
IL,MORT_30_HF,Death rate for heart failure patients,7,132,24,18,,07/01/2016,06/30/2019
IL,MORT_30_PN,Death rate for pneumonia patients,9,151,16,5,,07/01/2016,06/30/2019
IL,MORT_30_STK,Death rate for stroke patients,1,99,6,68,,07/01/2016,06/30/2019
IL,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2,112,0,6,,07/01/2017,06/30/2019
IL,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,4,106,1,9,,07/01/2017,06/30/2019
IL,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,11,109,0,4,,07/01/2017,06/30/2019
IL,PSI_13_POST_SEPSIS,Blood stream infection after surgery,3,108,1,8,,07/01/2017,06/30/2019
IL,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,111,0,11,,07/01/2017,06/30/2019
IL,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,3,117,1,3,,07/01/2017,06/30/2019
IL,PSI_3_ULCER,Pressure sores,7,112,6,0,,07/01/2017,06/30/2019
IL,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,74,3,40,,07/01/2017,06/30/2019
IL,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,124,0,0,,07/01/2017,06/30/2019
IL,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,125,0,0,,07/01/2017,06/30/2019
IL,PSI_90_SAFETY,Serious complications,9,114,2,Not Available,,07/01/2017,06/30/2019
IL,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,119,0,4,,07/01/2017,06/30/2019
IN,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,76,2,18,,04/01/2016,03/31/2019
IN,MORT_30_AMI,Death rate for heart attack patients,0,60,1,51,,07/01/2016,06/30/2019
IN,MORT_30_CABG,Death rate for CABG surgery patients,0,28,1,7,,07/01/2016,06/30/2019
IN,MORT_30_COPD,Death rate for COPD patients,1,106,2,7,,07/01/2016,06/30/2019
IN,MORT_30_HF,Death rate for heart failure patients,6,97,2,10,,07/01/2016,06/30/2019
IN,MORT_30_PN,Death rate for pneumonia patients,9,98,2,7,,07/01/2016,06/30/2019
IN,MORT_30_STK,Death rate for stroke patients,3,66,1,39,,07/01/2016,06/30/2019
IN,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2,78,0,4,,07/01/2017,06/30/2019
IN,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,4,74,0,6,,07/01/2017,06/30/2019
IN,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,1,81,1,1,,07/01/2017,06/30/2019
IN,PSI_13_POST_SEPSIS,Blood stream infection after surgery,2,78,0,4,,07/01/2017,06/30/2019
IN,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,74,0,9,,07/01/2017,06/30/2019
IN,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,81,0,2,,07/01/2017,06/30/2019
IN,PSI_3_ULCER,Pressure sores,2,79,4,1,,07/01/2017,06/30/2019
IN,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,45,0,27,,07/01/2017,06/30/2019
IN,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,85,0,0,,07/01/2017,06/30/2019
IN,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,86,0,0,,07/01/2017,06/30/2019
IN,PSI_90_SAFETY,Serious complications,1,84,1,Not Available,,07/01/2017,06/30/2019
IN,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,82,0,2,,07/01/2017,06/30/2019
KS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,41,3,9,,04/01/2016,03/31/2019
KS,MORT_30_AMI,Death rate for heart attack patients,0,26,0,82,,07/01/2016,06/30/2019
KS,MORT_30_CABG,Death rate for CABG surgery patients,0,13,0,2,,07/01/2016,06/30/2019
KS,MORT_30_COPD,Death rate for COPD patients,2,72,0,54,,07/01/2016,06/30/2019
KS,MORT_30_HF,Death rate for heart failure patients,5,65,3,56,,07/01/2016,06/30/2019
KS,MORT_30_PN,Death rate for pneumonia patients,4,109,3,14,,07/01/2016,06/30/2019
KS,MORT_30_STK,Death rate for stroke patients,2,27,1,87,,07/01/2016,06/30/2019
KS,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,43,1,3,,07/01/2017,06/30/2019
KS,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,2,42,0,3,,07/01/2017,06/30/2019
KS,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,43,3,1,,07/01/2017,06/30/2019
KS,PSI_13_POST_SEPSIS,Blood stream infection after surgery,2,42,0,3,,07/01/2017,06/30/2019
KS,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,37,0,7,,07/01/2017,06/30/2019
KS,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,43,0,2,,07/01/2017,06/30/2019
KS,PSI_3_ULCER,Pressure sores,2,45,2,2,,07/01/2017,06/30/2019
KS,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,16,3,13,,07/01/2017,06/30/2019
KS,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,50,0,0,,07/01/2017,06/30/2019
KS,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,51,0,0,,07/01/2017,06/30/2019
KS,PSI_90_SAFETY,Serious complications,2,47,2,Not Available,,07/01/2017,06/30/2019
KS,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,46,0,1,,07/01/2017,06/30/2019
KY,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,42,0,15,,04/01/2016,03/31/2019
KY,MORT_30_AMI,Death rate for heart attack patients,0,47,0,42,,07/01/2016,06/30/2019
KY,MORT_30_CABG,Death rate for CABG surgery patients,1,14,0,1,,07/01/2016,06/30/2019
KY,MORT_30_COPD,Death rate for COPD patients,4,84,0,5,,07/01/2016,06/30/2019
KY,MORT_30_HF,Death rate for heart failure patients,3,73,5,12,,07/01/2016,06/30/2019
KY,MORT_30_PN,Death rate for pneumonia patients,8,78,4,3,,07/01/2016,06/30/2019
KY,MORT_30_STK,Death rate for stroke patients,4,34,0,51,,07/01/2016,06/30/2019
KY,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1,41,0,11,,07/01/2017,06/30/2019
KY,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,7,34,0,11,,07/01/2017,06/30/2019
KY,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,1,58,0,4,,07/01/2017,06/30/2019
KY,PSI_13_POST_SEPSIS,Blood stream infection after surgery,3,39,0,10,,07/01/2017,06/30/2019
KY,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,50,0,12,,07/01/2017,06/30/2019
KY,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,61,0,2,,07/01/2017,06/30/2019
KY,PSI_3_ULCER,Pressure sores,5,58,1,0,,07/01/2017,06/30/2019
KY,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,3,27,1,19,,07/01/2017,06/30/2019
KY,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,64,0,0,,07/01/2017,06/30/2019
KY,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,64,0,0,,07/01/2017,06/30/2019
KY,PSI_90_SAFETY,Serious complications,5,58,1,Not Available,,07/01/2017,06/30/2019
KY,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,59,0,4,,07/01/2017,06/30/2019
LA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,54,0,13,,04/01/2016,03/31/2019
LA,MORT_30_AMI,Death rate for heart attack patients,1,40,0,49,,07/01/2016,06/30/2019
LA,MORT_30_CABG,Death rate for CABG surgery patients,0,23,0,7,,07/01/2016,06/30/2019
LA,MORT_30_COPD,Death rate for COPD patients,0,80,0,22,,07/01/2016,06/30/2019
LA,MORT_30_HF,Death rate for heart failure patients,1,81,2,18,,07/01/2016,06/30/2019
LA,MORT_30_PN,Death rate for pneumonia patients,2,87,5,9,,07/01/2016,06/30/2019
LA,MORT_30_STK,Death rate for stroke patients,1,41,1,47,,07/01/2016,06/30/2019
LA,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1,63,1,15,,07/01/2017,06/30/2019
LA,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,3,60,1,13,,07/01/2017,06/30/2019
LA,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,2,73,0,7,,07/01/2017,06/30/2019
LA,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,62,1,13,,07/01/2017,06/30/2019
LA,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,60,0,19,,07/01/2017,06/30/2019
LA,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,71,0,11,,07/01/2017,06/30/2019
LA,PSI_3_ULCER,Pressure sores,5,81,0,1,,07/01/2017,06/30/2019
LA,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,31,0,26,,07/01/2017,06/30/2019
LA,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,86,0,3,,07/01/2017,06/30/2019
LA,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,86,0,3,,07/01/2017,06/30/2019
LA,PSI_90_SAFETY,Serious complications,5,84,0,Not Available,,07/01/2017,06/30/2019
LA,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,74,0,8,,07/01/2017,06/30/2019
MA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,51,1,1,,04/01/2016,03/31/2019
MA,MORT_30_AMI,Death rate for heart attack patients,0,49,2,8,,07/01/2016,06/30/2019
MA,MORT_30_CABG,Death rate for CABG surgery patients,0,13,0,1,,07/01/2016,06/30/2019
MA,MORT_30_COPD,Death rate for COPD patients,0,45,11,3,,07/01/2016,06/30/2019
MA,MORT_30_HF,Death rate for heart failure patients,0,42,14,4,,07/01/2016,06/30/2019
MA,MORT_30_PN,Death rate for pneumonia patients,1,42,14,4,,07/01/2016,06/30/2019
MA,MORT_30_STK,Death rate for stroke patients,0,48,3,6,,07/01/2016,06/30/2019
MA,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,53,0,1,,07/01/2017,06/30/2019
MA,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,50,3,1,,07/01/2017,06/30/2019
MA,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,5,48,0,1,,07/01/2017,06/30/2019
MA,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,52,1,1,,07/01/2017,06/30/2019
MA,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,51,0,2,,07/01/2017,06/30/2019
MA,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,53,0,2,,07/01/2017,06/30/2019
MA,PSI_3_ULCER,Pressure sores,5,50,1,0,,07/01/2017,06/30/2019
MA,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,37,1,13,,07/01/2017,06/30/2019
MA,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,55,0,0,,07/01/2017,06/30/2019
MA,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,56,0,0,,07/01/2017,06/30/2019
MA,PSI_90_SAFETY,Serious complications,3,52,1,Not Available,,07/01/2017,06/30/2019
MA,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,52,0,1,,07/01/2017,06/30/2019
MD,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,35,3,5,,04/01/2016,03/31/2019
MD,MORT_30_AMI,Death rate for heart attack patients,1,40,0,5,,07/01/2016,06/30/2019
MD,MORT_30_CABG,Death rate for CABG surgery patients,1,8,1,1,,07/01/2016,06/30/2019
MD,MORT_30_COPD,Death rate for COPD patients,4,42,0,1,,07/01/2016,06/30/2019
MD,MORT_30_HF,Death rate for heart failure patients,2,37,7,2,,07/01/2016,06/30/2019
MD,MORT_30_PN,Death rate for pneumonia patients,7,37,2,1,,07/01/2016,06/30/2019
MD,MORT_30_STK,Death rate for stroke patients,3,39,0,4,,07/01/2016,06/30/2019
MD,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,44,0,2,,07/01/2017,06/30/2019
MD,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,3,39,2,2,,07/01/2017,06/30/2019
MD,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,3,42,0,1,,07/01/2017,06/30/2019
MD,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,42,1,2,,07/01/2017,06/30/2019
MD,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,44,0,1,,07/01/2017,06/30/2019
MD,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,44,0,2,,07/01/2017,06/30/2019
MD,PSI_3_ULCER,Pressure sores,13,33,1,0,,07/01/2017,06/30/2019
MD,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,35,0,9,,07/01/2017,06/30/2019
MD,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,47,0,0,,07/01/2017,06/30/2019
MD,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,47,0,0,,07/01/2017,06/30/2019
MD,PSI_90_SAFETY,Serious complications,7,38,2,Not Available,,07/01/2017,06/30/2019
MD,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,44,0,1,,07/01/2017,06/30/2019
ME,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,22,1,6,,04/01/2016,03/31/2019
ME,MORT_30_AMI,Death rate for heart attack patients,0,23,0,11,,07/01/2016,06/30/2019
ME,MORT_30_CABG,Death rate for CABG surgery patients,0,3,0,0,,07/01/2016,06/30/2019
ME,MORT_30_COPD,Death rate for COPD patients,1,32,0,1,,07/01/2016,06/30/2019
ME,MORT_30_HF,Death rate for heart failure patients,1,32,0,1,,07/01/2016,06/30/2019
ME,MORT_30_PN,Death rate for pneumonia patients,3,30,0,1,,07/01/2016,06/30/2019
ME,MORT_30_STK,Death rate for stroke patients,2,25,0,6,,07/01/2016,06/30/2019
ME,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,16,0,1,,07/01/2017,06/30/2019
ME,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_3_ULCER,Pressure sores,1,16,0,0,,07/01/2017,06/30/2019
ME,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,4,0,11,,07/01/2017,06/30/2019
ME,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,17,0,0,,07/01/2017,06/30/2019
ME,PSI_90_SAFETY,Serious complications,1,16,0,Not Available,,07/01/2017,06/30/2019
ME,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,17,0,0,,07/01/2017,06/30/2019
MI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,96,2,15,,04/01/2016,03/31/2019
MI,MORT_30_AMI,Death rate for heart attack patients,0,66,2,50,,07/01/2016,06/30/2019
MI,MORT_30_CABG,Death rate for CABG surgery patients,0,31,0,2,,07/01/2016,06/30/2019
MI,MORT_30_COPD,Death rate for COPD patients,1,110,4,12,,07/01/2016,06/30/2019
MI,MORT_30_HF,Death rate for heart failure patients,7,86,13,21,,07/01/2016,06/30/2019
MI,MORT_30_PN,Death rate for pneumonia patients,5,105,8,8,,07/01/2016,06/30/2019
MI,MORT_30_STK,Death rate for stroke patients,2,74,3,42,,07/01/2016,06/30/2019
MI,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1,87,1,0,,07/01/2017,06/30/2019
MI,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,2,83,4,0,,07/01/2017,06/30/2019
MI,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,3,86,1,0,,07/01/2017,06/30/2019
MI,PSI_13_POST_SEPSIS,Blood stream infection after surgery,5,83,1,0,,07/01/2017,06/30/2019
MI,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,79,0,10,,07/01/2017,06/30/2019
MI,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,2,84,0,3,,07/01/2017,06/30/2019
MI,PSI_3_ULCER,Pressure sores,4,87,1,1,,07/01/2017,06/30/2019
MI,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,46,2,29,,07/01/2017,06/30/2019
MI,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,92,0,0,,07/01/2017,06/30/2019
MI,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,92,0,1,,07/01/2017,06/30/2019
MI,PSI_90_SAFETY,Serious complications,3,85,5,Not Available,,07/01/2017,06/30/2019
MI,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,87,1,1,,07/01/2017,06/30/2019
MN,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,52,1,32,,04/01/2016,03/31/2019
MN,MORT_30_AMI,Death rate for heart attack patients,0,20,2,88,,07/01/2016,06/30/2019
MN,MORT_30_CABG,Death rate for CABG surgery patients,0,13,0,1,,07/01/2016,06/30/2019
MN,MORT_30_COPD,Death rate for COPD patients,0,53,0,74,,07/01/2016,06/30/2019
MN,MORT_30_HF,Death rate for heart failure patients,0,60,2,65,,07/01/2016,06/30/2019
MN,MORT_30_PN,Death rate for pneumonia patients,0,84,2,41,,07/01/2016,06/30/2019
MN,MORT_30_STK,Death rate for stroke patients,0,27,1,89,,07/01/2016,06/30/2019
MN,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1,45,0,1,,07/01/2017,06/30/2019
MN,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,44,1,2,,07/01/2017,06/30/2019
MN,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,1,46,0,0,,07/01/2017,06/30/2019
MN,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,44,0,2,,07/01/2017,06/30/2019
MN,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,37,0,10,,07/01/2017,06/30/2019
MN,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,47,0,0,,07/01/2017,06/30/2019
MN,PSI_3_ULCER,Pressure sores,1,45,1,1,,07/01/2017,06/30/2019
MN,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,16,1,22,,07/01/2017,06/30/2019
MN,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,48,0,1,,07/01/2017,06/30/2019
MN,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,48,0,1,,07/01/2017,06/30/2019
MN,PSI_90_SAFETY,Serious complications,0,48,1,Not Available,,07/01/2017,06/30/2019
MN,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,46,0,0,,07/01/2017,06/30/2019
MO,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,60,1,16,,04/01/2016,03/31/2019
MO,MORT_30_AMI,Death rate for heart attack patients,1,51,0,51,,07/01/2016,06/30/2019
MO,MORT_30_CABG,Death rate for CABG surgery patients,0,29,0,4,,07/01/2016,06/30/2019
MO,MORT_30_COPD,Death rate for COPD patients,3,97,1,10,,07/01/2016,06/30/2019
MO,MORT_30_HF,Death rate for heart failure patients,7,80,2,22,,07/01/2016,06/30/2019
MO,MORT_30_PN,Death rate for pneumonia patients,10,89,10,2,,07/01/2016,06/30/2019
MO,MORT_30_STK,Death rate for stroke patients,2,45,2,56,,07/01/2016,06/30/2019
