"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
10C0001008,LEE ISLAND COAST SURGERY CENTER,4035 EVANS AVE,FORT MYERS,FL,33901,,(239) 939-7375,,,,,,,,,,,,,,,,,4,,,,,
10C0001025,SURGERY CENTER AT UNIVERSITY PARK LLC DBA PREMIER SURGERY CENTER OF SARASOTA,983 SOUTH BENEVA RD,SARASOTA,FL,34232,,(941) 365-5355,96,4,0,98,93,6,1,96,90,9,1,96,87,12,1,95,,1159,431,37,04/01/2023,03/31/2024
10C0001089,ST AUGUSTINE ENDOSCOPY CENTER LLC,212 SOUTHPARK CIR EAST,SAINT AUGUSTINE,FL,32086,,(904) 824-6108,98,2,0,99,90,7,3,94,93,6,1,97,93,6,1,97,,1159,369,32,04/01/2023,03/31/2024
10C0001167,RIVERSIDE PARK SURGICENTER INC,2001 COLLEGE ST.,JACKSONVILLE,FL,32204,,(904) 355-9800,,,,,,,,,,,,,,,,,4,,,,,
10C0001203,UNIVERSITY SURGERY CENTER LTD,7251 UNIVERSITY BLVD SUITE 100,WINTER PARK,FL,32792,,(407) 677-0066,98,2,0,99,95,4,1,97,93,6,1,96,91,8,1,96,,900,195,22,04/01/2023,03/31/2024
10C0001214,THE OUTPATIENT CENTER OF BOYNTON BEACH,2351 SOUTH SEACREST BLVD,BOYNTON BEACH,FL,33435,,(561) 732-5900,97,3,0,98,90,8,2,94,83,15,2,94,82,16,2,93,,1111,275,25,04/01/2023,03/31/2024
10C0001236,DELRAY BEACH SURGERY CENTER,4800 LINTON BOULEVARD BUILDING B,DELRAY BEACH,FL,33445,,(561) 495-9111,97,2,1,98,89,9,2,93,86,11,3,94,87,11,2,95,,1084,395,36,04/01/2023,03/31/2024
10C0001264,TREASURE COAST SURGERY CENTER LLC DBA TREASURE COAST CENTER FOR SURGERY,1155 SOUTHEAST MONTEREY RD EXT,STUART,FL,34994,,(772) 286-8028,97,3,0,98,91,7,2,95,86,12,2,95,86,12,2,94,,1016,381,38,04/01/2023,03/31/2024
10C0001293,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,325 AVE B NW,WINTER HAVEN,FL,33881,,(469) 893-6573,96,3,1,98,91,7,2,95,91,7,2,95,89,8,3,95,,1097,322,29,04/01/2023,03/31/2024
10C0001302,TAMARAC SURGERY CENTER LLC DBA THE SURGERY CENTER OF FORT LAUDERDALE,4485 NORTH STATE RD 7,LAUDERDALE LAKES,FL,33319,,(954) 735-0096,96,3,1,98,90,8,2,94,85,11,4,93,78,19,3,91,,1143,240,21,04/01/2023,03/31/2024
10C0001304,MORTON PLANT MEASE HEALTH SERVICES INC,8787 BRYAN DAIRY RD.,LARGO,FL,33777,,(727) 394-6609,98,2,0,99,93,5,2,96,91,8,1,96,91,8,1,96,,2508,841,34,04/01/2023,03/31/2024
10C0001308,UNIVERSITY EYE SURGERY CENTER,"13051 UNIVERSITY DR, STE. 102",FORT MYERS,FL,33907,,(239) 590-6111,96,3,1,98,89,8,3,93,83,13,4,93,82,15,3,93,,1461,408,28,04/01/2023,03/31/2024
10C0001313,DOCTORS SURGICAL PARTNERSHIP LTD DBA MELBOURNE SAME DAY SURGERY,1035 SOUTH APOLLO BLVD,MELBOURNE,FL,32901,,(321) 434-9134,,,,,,,,,,,,,,,,,4,,,,,
10C0001314,NORTH FLORIDA GI CENTER DBA NORTH FLORIDA ENDOSCOPY CENTER,6400 WEST NEWBERRY RD SUITE 201,GAINESVILLE,FL,32605,,(352) 333-5999,,,,,,,,,,,,,,,,,4,,,,,
10C0001319,JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY,1610 BARRS ST SUITE B,JACKSONVILLE,FL,32204,,(904) 387-6750,98,2,0,99,92,6,2,95,91,8,1,96,93,7,0,98,,1217,266,22,04/01/2023,03/31/2024
10C0001327,BAPTIST MEDICAL PARK SURGERY CENTER LLC,9400 UNIVERSITY PKWY SUITE 102,PENSACOLA,FL,32514,,(850) 208-6306,,,,,,,,,,,,,,,,,4,,,,,
10C0001332,LASER AND SURGERY CENTER OF THE PALM BEACHES,3602 KYOTO GARDENS DR,PALM BEACH GARDENS,FL,33410,,(561) 799-3388,97,3,0,98,89,9,2,93,89,9,2,95,85,13,2,94,,1094,365,33,04/01/2023,03/31/2024
10C0001362,DESTIN SURGERY CENTER LLC,1225 AIRPORT ROAD,DESTIN,FL,32541,,(850) 650-7606,98,2,0,99,94,5,1,97,94,5,1,96,92,7,1,97,,1354,466,34,04/01/2023,03/31/2024
10C0001363,DOCTORS GI PARTNERSHIP LTD DBA MELBOURNE GI CENTER,1051 SOUTH HICKORY ST SUITE K,MELBOURNE,FL,32901,,(513) 319-6256,97,2,1,98,95,4,1,97,89,9,2,95,89,9,2,96,,1483,406,27,04/01/2023,03/31/2024
10C0001371,CHARLOTTE ENDOSCOPIC SURGERY CENTER LLC DBA CHARLOTTE ENDOSCOPIC SURGERY CENTER,23970 SUNCOAST BLVD,PORT CHARLOTTE,FL,33908,,(947) 625-3636,98,2,0,99,93,6,1,96,92,7,1,96,88,10,2,95,,903,384,43,04/01/2023,03/31/2024
10C0001377,OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC DBA ORLANDO OPHTHALMOLOGY SURGERY CENTER,105 BONNIE LOCH CT,ORLANDO,FL,32806,,(407) 428-0040,95,4,1,97,90,9,1,94,84,12,4,93,82,16,2,93,,1314,433,33,04/01/2023,03/31/2024
10C0001389,BGC HOLDINGS INC,4800 BELFORT RD,JACKSONVILLE,FL,32256,,(904) 265-4801,97,3,0,98,91,7,2,95,93,6,1,96,90,8,2,96,,1004,210,21,04/01/2023,03/31/2024
10C0001390,CORAL GABLES SURGERY CENTER,"2645 DOUGLAS RD, SUITE 400",MIAMI,FL,33133,,(305) 461-3229,98,2,0,99,93,6,1,96,87,11,2,95,86,10,4,93,,1057,218,21,04/01/2023,03/31/2024
10C0001401,TRINITY SURGERY CENTER LLC DBA BAYCARE SURGERY CENTER,2020 TRINITY OAKS BLVD,TRINITY,FL,34667,,(727) 372-4055,98,2,0,99,94,5,1,96,95,4,1,97,93,6,1,97,,1916,644,34,04/01/2023,03/31/2024
10C0001418,THE SURGERY CENTER AT JENSEN BEACH LLC,3995 NW GOLDENROD RD,JENSEN BEACH,FL,34957,,(772) 497-0020,97,3,0,98,90,8,2,94,89,9,2,95,90,8,2,96,,1058,387,37,04/01/2023,03/31/2024
10C0001428,SOUTH FLORIDA AMBULATORY SURGICAL CENTER LLC,6110 SOUTHWEST 70TH ST,SOUTH MIAMI,FL,33143,,(305) 662-3100,96,4,0,98,90,7,3,94,85,11,4,93,79,19,2,92,,1361,224,16,04/01/2023,03/31/2024
10C0001449,PORT ORANGE ENDOSCOPY AND SURGERY CENTER,1185 DUNLAWTON AVE SUITE 100,PORT ORANGE,FL,32127,,(386) 672-0017,,,,,,,,,,,,,,,,,4,,,,,
10C0001474,MURDOCK AMBULATORY SURGERY CENTER LLC,1400 EDUCATION WAY,PORT CHARLOTTE,FL,33948,,(941) 625-9800,98,2,0,99,90,7,3,94,92,7,1,96,93,6,1,97,,1017,434,43,04/01/2023,03/31/2024
10C0001486,PARKCREEK SURGERY CENTER LLLP,6806 N. STATE RD. 7,COCONUT CREEK,FL,33073,,(954) 312-3507,98,2,0,99,92,6,2,95,90,8,2,95,87,11,2,95,,1201,305,25,04/01/2023,03/31/2024
10C0001496,FLORIDA SURGERY CENTER ENTERPRISES LLC,5013 NORTH ARMENIA AVE,TAMPA,FL,33603,,(813) 875-0562,95,5,0,97,90,8,2,94,83,15,2,94,77,21,2,91,,2053,350,17,04/01/2023,03/31/2024
10C0001505,LAKE ENDOSCOPY CENTER,17355 S.E. 109TH TERRACE RD,SUMMERFIELD,FL,34491,,(352) 245-0846,97,3,0,99,94,4,2,96,92,7,1,96,90,9,1,96,,1018,466,46,04/01/2023,03/31/2024
10C0001512,TLC ASC LLC DBA TLC OUTPATIENT SURGERY AND LASER CENTER,201 WEST GUAVA ST,LADY LAKE,FL,32159,,(352) 391-5875,97,3,0,99,91,7,2,94,89,10,1,95,89,9,2,95,,700,313,45,04/01/2023,03/31/2024
10C0001513,TAMPA MINIMALLY INVASIVE SPINE SURGERY CENTER,5329 PRIMROSE LAKE CIR,TAMPA,FL,33647,,(813) 463-9762,98,2,0,99,94,5,1,97,93,5,2,96,92,6,2,97,,1859,337,18,04/01/2023,03/31/2024
10C0001521,RIVERWALK AMBULATORY SURGERY CENTER,200 3RD AVE WEST SUITE 170,BRADENTON,FL,34205,,(941) 220-6786,96,3,1,98,88,10,2,93,81,17,2,93,75,24,1,91,,816,280,34,04/01/2023,03/31/2024
10C0001528,CORAL RIDGE OUTPATIENT CENTER LLC,5301 NORTH DIXIE HWY.,OAKLAND PARK,FL,33334,,(954) 832-3300,96,3,1,97,92,6,2,95,89,9,2,95,89,10,1,96,,1142,335,29,04/01/2023,03/31/2024
10C0001531,CARILLON SURGERY CENTER LLC,900 CARILLON PARKWAY SUITE 205,ST. PETERSBURG,FL,33716,,(727) 561-2710,97,3,0,98,94,5,1,96,91,7,2,96,89,10,1,96,,2192,631,29,04/01/2023,03/31/2024
10C0001539,SURGERY CENTER OF PEMBROKE PINES LLC DBA BROWARD SPECIALTY SURGICAL CENTER,7261 SHERIDAN ST SUITE 100A,HOLLYWOOD,FL,33024,,(954) 322-4222,97,2,1,98,88,9,3,93,85,14,1,94,84,14,2,94,,1728,276,16,04/01/2023,03/31/2024
10C0001545,SURGICARE OF MIRAMAR LLC,14601 SOUTHWEST 29TH ST SUITE 301,MIRAMAR,FL,33027,,(954) 266-3807,99,1,0,99,95,4,1,97,93,6,1,97,90,7,3,95,,1632,299,18,04/01/2023,03/31/2024
10C0001549,TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,814 SOUTH WASHIGNTON AVE,TITUSVILLE,FL,32796,,(321) 567-6300,99,1,0,99,96,3,1,98,94,5,1,97,95,5,0,98,,720,330,46,04/01/2023,03/31/2024
10C0001559,SAFETY HARBOR SURGERY CENTER LLC,3280 MCMULLEN BOOTH RD. STE. 110,CLEARWATER,FL,33761,,(727) 787-3000,99,1,0,99,94,5,1,97,92,7,1,97,92,7,1,96,,1195,469,39,04/01/2023,03/31/2024
10C0001560,SURGCENTER PINELLAS LLC,12416 66TH ST. N STE. D,LARGO,FL,33773,,(727) 408-5310,96,4,0,98,89,9,2,94,82,16,2,94,83,16,1,94,,928,327,35,04/01/2023,03/31/2024
10C0001571,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S.,CAPE CORAL,FL,33990,,(239) 772-3636,97,3,0,98,87,10,3,92,84,13,3,93,81,15,4,92,,1026,323,31,04/01/2023,03/31/2024
10C0001576,THE OUTPATIENT CENTER OF DELRAY,4675 LINTON BLVD STE 101,DELRAY BEACH,FL,33445,,(561) 499-9585,94,5,1,97,91,6,3,94,82,15,3,93,82,16,2,93,,1106,298,27,04/01/2023,03/31/2024
10C0001577,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 444-5510,98,2,0,99,92,7,1,96,92,6,2,96,90,9,1,96,,1091,473,43,04/01/2023,03/31/2024
10C0001578,SURGCENTER NORTHEAST LLC,"2438 DR. MARTIN LUTHER KING JR. ST. N, STE. C",ST PETERSBURG,FL,33704,,(727) 565-0740,98,2,0,99,91,7,2,95,88,10,2,96,89,10,1,96,,819,250,31,04/01/2023,03/31/2024
10C0001579,SURGCENTER OF ORANGE PARK LLC,"1465 KINGSLEY AVE., STE. 1201",ORANGE PARK,FL,32073,,(904) 385-4854,,,,,,,,,,,,,,,,,4,,,,,
10C0001582,LONGLEAF SURGERY CENTER,3010 STARKEY BLVD,NEW PORT RICHEY,FL,34655,,(727) 372-0600,99,1,0,99,92,6,2,95,91,8,1,96,85,13,2,94,,1006,314,31,04/01/2023,03/31/2024
10C0001586,MARION SURGERY CENTER LLC,2207 SW 1ST AVE,OCALA,FL,34471,,(352) 732-4020,94,5,1,96,89,9,2,94,88,10,2,95,82,16,2,93,,1000,390,39,04/01/2023,03/31/2024
10C0001588,SURGCENTER OF PALM BEACH GARDENS LLC,900 VILLAGE SQUARE CROSSING SUITE 100,PALM BEACH GARDENS,FL,33410,,(561) 429-6880,98,2,0,99,90,8,2,94,91,7,2,95,86,11,3,94,,953,221,23,04/01/2023,03/31/2024
10C0001589,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W. KENNEDY BLVD,TAMPA,FL,33606,,(813) 693-5000,95,4,1,97,93,5,2,96,88,8,4,94,89,10,1,96,,841,198,24,04/01/2023,03/31/2024
10C0001594,MIAMI CHILDRENS HOSPITAL AMBULATORY SURGERY CENTER,"800 SW 108TH AVE, STE. 200",MIAMI,FL,33174,,(305) 228-7554,,,,,,,,,,,,,,,,,4,,,,,
10C0001596,SEASIDE SURGERY CENTER,1879 VETERANS PARK DR SUITE 1101,NAPLES,FL,34109,,(239) 592-4955,98,2,0,99,92,7,1,95,95,4,1,97,91,8,1,97,,924,478,52,04/01/2023,03/31/2024
10C0001600,ADVENTHEALTH SURGERY CENTER DAVENPORT LLC,107 PARK PLACE BOULEVARD,DAVENPORT,FL,33837,,(863) 419-2812,,,,,,,,,,,,,,,,,4,,,,,
10C0001601,SELECT PHYSICIANS SURGERY CENTER,3440 WEST MARTIN LUTHER KING JR BLVD SUITE 103,TAMPA,FL,33607,,(813) 321-1618,97,3,0,99,90,8,2,94,89,10,1,95,86,13,1,94,,1328,274,21,04/01/2023,03/31/2024
10C0001608,SURGCENTER OF ST. LUCIE,10521 SOUTHWEST VILLAGE CENTER DR #104,PORT ST. LUCIE,FL,34987,,(772) 345-8600,97,3,0,98,92,6,2,95,90,9,1,96,87,12,1,95,,1021,387,38,04/01/2023,03/31/2024
10C0001609,THE ADVANCED CENTER FOR SURGERY LLC,1355 37TH ST SUITE 304,VERO BEACH,FL,32960,,(772) 213-3600,97,3,0,98,91,8,1,95,92,7,1,96,89,10,1,96,,1146,428,37,04/01/2023,03/31/2024
10C0001612,MIAMI SURGICAL SUITES LLC,9035 SUNSET DR SUITE 200,MIAMI,FL,33173,,(786) 615-6210,97,3,0,98,92,6,2,95,92,8,0,96,87,11,2,95,,1219,219,18,04/01/2023,03/31/2024
10C0001623,WELLINGTON EDOSCOPY CENTER,1157 SOUTH STATE ROAD 7,WELLINGTON,FL,33414,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
10C0001637,INTRACOASTAL SURGERY CENTER LLC,2200 WEST EAU GALLIE BLVD SUITE 100,MELBOURNE,FL,32935,,(321) 610-3460,97,2,1,98,93,6,1,96,88,10,2,95,87,11,2,95,,1399,438,31,04/01/2023,03/31/2024
10C0001645,SURGCENTER CLEARWATER LLC DBA SURGCENTER DUNEDIN,980 MILWAUKEE AVE,DUNEDIN,FL,34698,,(727) 733-4610,98,2,0,99,90,7,3,93,91,7,2,95,86,12,2,94,,1063,384,36,04/01/2023,03/31/2024
10C0001646,SKYWAY SURGERY CENTER LLC,625 6TH AVE SOUTH,ST PETERSBURG,FL,33701,,(727) 440-4888,98,2,0,99,91,7,2,95,94,5,1,97,92,6,2,97,,754,257,34,04/01/2023,03/31/2024
10C0001660,HSS PALM BEACH AMBULATORY SURGERY CENTER,: 300 PALM BEACH LAKES BOULEVARD,WEST PALM BEACH,FL,33401,,(000) 000-0000,98,2,0,99,94,5,1,96,94,5,1,97,93,6,1,97,,1051,401,38,04/01/2023,03/31/2024
10C0001668,ADVANCED SURGICAL CARE OF CLEARWATER,93 PARK PLACE BOULEVARD SUITE 102,CLEARWATER,FL,33759,,(727) 742-3564,99,1,0,99,92,7,1,96,93,5,2,96,89,9,2,95,,841,278,33,04/01/2023,03/31/2024
10C0001669,MINIMALLY INVASIVE SURGICENTER,6646 WEST ATLANTIC AVENUE,DELRAY BEACH,FL,33446,,(561) 638-9533,,,,,,,,,,,,,,,,,4,,,,,
10C0001671,FLORIDA SPRINGS SURGERY CENTER LLC,366 BEVERLY COURT,SPRING HILL,FL,34606,,(352) 600-0220,98,2,0,99,89,9,2,93,92,7,1,96,92,7,1,97,,1124,444,40,04/01/2023,03/31/2024
10C0001693,ASC OF TRINITY DBA COMPREHENSIVE OUTPATIENT JOINT AND SPINE INSTITUTE,15238 VIRGINIA STATION,ODESSA,FL,33556,,(813) 596-5200,99,1,0,99,93,6,1,96,94,5,1,97,94,4,2,97,,811,288,36,04/01/2023,03/31/2024
10C0001709,ADVENTHEALTH SURGERY CENTER MILLS PARK LLC,1812 NORTH MILLS AVENUE SUITE 210,ORLANDO,FL,32803,,(407) 420-0100,,,,,,,,,,,,,,,,,4,,,,,
11C0001006,EMORY HEALTHCARE,"1365 CLIFTON RD, NE SUITE BT200",ATLANTA,GA,30322,,(404) 778-3348,,,,,,,,,,,,,,,,,4,,,,,
11C0001015,SURGERY CENTER OF ROME LP,16 JOHN MADDOX DR,ROME,GA,30165,,(706) 802-3727,,,,,,,,,,,,,,,,,4,,,,,
11C0001049,RESURGENS SURGERY CENTER LLC,5671 PEACHTREE DUNWOODY RD SUITE 800,ATLANTA,GA,30342,,(404) 531-8532,98,2,0,99,95,4,1,97,94,5,1,97,91,8,1,97,,1220,342,28,04/01/2023,03/31/2024
11C0001056,THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,200 MAPLE DR,VIDALIA,GA,30474,,(912) 538-1003,98,2,0,99,96,3,1,98,91,7,2,96,93,6,1,97,,906,165,18,04/01/2023,03/31/2024
11C0001085,NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,2550 WINDY HILL RD SOUTHEAST SUITE 218,MARIETTA,GA,30067,,(770) 953-8058,97,3,0,99,92,6,2,95,88,8,4,94,85,13,2,94,,1181,253,21,04/01/2023,03/31/2024
11C0001177,EAST WEST SURGERY CENTER LP,2041 MESA VALLEY WAY SUITE 125,AUSTELL,GA,30106,,(678) 309-8100,97,3,0,98,89,9,2,93,90,8,2,95,86,12,2,95,,1128,294,26,04/01/2023,03/31/2024
11C0001182,ROSWELL SURGERY CENTER LLC,1285 HEMBREE RD SUITE 200C,ROSWELL,GA,30076,,(770) 772-5520,99,1,0,99,95,4,1,97,96,3,1,98,94,5,1,97,,1161,328,28,04/01/2023,03/31/2024
11C0001192,LAWRENCEVILLE SURGERY CENTER LLC,758 OLD NORCROSS RD SUITE 125,LAWRENCEVILLE,GA,30046,,(678) 987-0820,99,1,0,99,94,5,1,97,92,7,1,96,91,8,1,96,,1182,312,26,04/01/2023,03/31/2024
11C0001228,GAINESVILLE ENDOSCOPY CENTER LLC,660 E/F LANIER PARK DR,GAINESVILLE,GA,30501,,(770) 297-5321,,,,,,,,,,,,,,,,,4,,,,,
11C0001234,ORTHOPAEDIC SOUTH SURGICAL CENTER,6645 LAKE DR,MORROW,GA,30260,,(678) 422-4230,98,2,0,99,93,6,1,96,95,3,2,97,92,6,2,96,,1455,365,25,04/01/2023,03/31/2024
11C0001245,ENDSOCOPY CENTER OF MIDDLE GEORGIA LLC,610 THIRD ST,MACON,GA,31201,,(478) 464-2600,,,,,,,,,,,,,,,,,4,,,,,
11C0001257,OPTIMUM SPINE CENTER LLC,"5555 PEACHTREE DUNWOODY ROAD, SUITE G99",ATLANTA,GA,30342,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
11C0001258,THOMAS EYE SURGERY CENTER LLC,5995 BARFIELD RD,SANDY SPRINGS,GA,30328,,(678) 781-7388,94,5,1,96,86,12,2,92,83,13,4,93,83,12,5,92,,2124,450,21,04/01/2023,03/31/2024
11C0001279,SURGICAL CENTER FOR UROLOGY LLC,290 COUNTRY CLUB DR SUITE 240,STOCKBRIDGE,GA,30281,,(678) 565-1806,97,2,1,98,89,8,3,93,91,7,2,96,89,9,2,95,,1610,312,20,04/01/2023,03/31/2024
11C0001368,NORTH COLUMBUS SURGERY CENTER LLC,7351 OLD MOON RD,COLUMBUS,GA,31909,,(706) 653-7000,98,2,0,99,95,4,1,97,79,19,2,94,87,12,1,95,2,2218,357,16,04/01/2023,03/31/2024
11C0001370,GEORGIA SPINE SURGERY CENTER LLC DBA GNS SURGERY CENTER,1061 DOWDY RD SUITE 103,ATHENS,GA,30606,,(706) 543-9222,99,1,0,100,94,5,1,97,98,2,0,98,98,2,0,99,,375,125,33,04/01/2023,03/31/2024
11C0001383,HUGHSTON SURGICAL CENTER LLC,6262 VETERANS PKWY UNIT. B,COLUMBUS,GA,31909,,(706) 494-3434,97,3,0,98,92,7,1,95,92,8,0,97,95,4,1,98,,1081,356,33,04/01/2023,03/31/2024
11C0001395,BRASELTON ENDOSCOPY CENTER LLC,"1515 RIVER PL, STE 320",BRASELTON,GA,30517,,(678) 997-2151,,,,,,,,,,,,,,,,,4,,,,,
11C0001460,RESURGENS EAST SURGERY CENTER LLC,3241 IRIS DR SUITE 100,COVINGTON,GA,30016,,(678) 712-7624,98,2,0,99,94,5,1,96,94,4,2,96,89,10,1,96,,1125,251,22,04/01/2023,03/31/2024
11C0001472,RESURGENS FAYETTE SURGERY CENTER LLC,1336 HWY 54 WEST BUILDING 400 SUITE A,FAYETTEVILLE,GA,30214,,(678) 251-0200,99,1,0,99,92,7,1,95,95,5,0,98,91,7,2,96,,1237,366,30,04/01/2023,03/31/2024
11C0001508,REGENERATIVE ORTHOPAEDICS SURGERY CENTER LLC,135 NORTH PARK PL SUITE 100,STOCKBRIDGE,GA,30281,,(470) 615-7646,,,,,,,,,,,,,,,,,4,,,,,
11C0001564,BRASELTON ASC LLC,1524 RIVER PLACE SUITE 100,BRASELTON,GA,30517,,(770) 848-1730,,,,,,,,,,,,,,,,,4,,,,,
12C0001012,KAISER PERMANENTE HONOLULU CLINIC ASC,1010 PENSACOLA ST,HONOLULU,HI,96814,,(808) 597-2611,98,2,0,99,93,6,1,96,88,10,2,96,87,11,2,95,,2450,869,36,04/01/2023,03/31/2024
12C0001023,MINIMALLY INVASIVE SURGERY HAWAII,1401 SOUTH BERETANIA ST SUITE 600,HONOLULU,HI,96814,,(808) 356-5658,99,1,0,100,88,11,1,93,97,3,0,99,92,7,1,97,,585,255,44,04/01/2023,03/31/2024
12C0001100,KAISER WAILUKU CLINIC ASC,80 MAHALANI ST,WAILUKU,HI,96793,,(808) 243-6000,98,2,0,99,96,4,0,98,90,9,1,96,89,10,1,96,,1494,442,30,04/01/2023,03/31/2024
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,99,1,0,99,92,7,1,96,91,8,1,95,86,13,1,95,,1725,503,29,04/01/2023,03/31/2024
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,98,2,0,99,93,6,1,97,88,9,3,95,85,10,5,92,,997,240,24,04/01/2023,03/31/2024
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,,,,,,,,,,,,,,,,,4,,,,,
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,94,5,1,96,92,7,1,96,78,18,4,91,75,21,4,90,,1325,449,34,04/01/2023,03/31/2024
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,99,1,0,99,86,11,3,92,91,8,1,96,91,8,1,96,,1783,319,18,04/01/2023,03/31/2024
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,98,2,0,99,96,3,1,98,96,3,1,98,94,6,0,98,,951,391,41,04/01/2023,03/31/2024
14C0001076,CARLE SURGICENTER,1702 SOUTH MATTIS AVE SUITE 120,CHAMPAIGN,IL,61821,,(217) 326-8513,,,,,,,,,,,,,,,,,4,,,,,
14C0001079,BLOOMINGTON EYE INSTITUTE LLC,1008 N. CENTER ST.,BLOOMINGTON,IL,61701,,(309) 827-2020,,,,,,,,,,,,,,,,,4,,,,,
14C0001083,ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,3136 OLD JACKSONVILLE RD.,SPRINGFIELD,IL,62704,,(217) 547-9132,,,,,,,,,,,,,,,,,4,,,,,
14C0001118,MIDLAND SURGICAL CENTER LLC,2120 MIDLANDS CT,SYCAMORE,IL,60178,,(815) 748-0393,,,,,,,,,,,,,,,,,4,,,,,
14C0001124,ORTHOPAEDIC CARE AND SPECIALISTS AT NORTHWESTERN MEDICAL REGIONAL MEDICAL GROUP,27650 FERRY RD,WARRENVILLE,IL,60555,,(630) 225-2663,,,,,,,,,,,,,,,,,4,,,,,
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,98,2,0,99,92,7,1,95,86,12,2,94,82,17,1,93,2,843,288,34,04/01/2023,03/31/2024
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,98,1,1,98,94,5,1,97,92,6,2,96,91,7,2,96,,1134,393,35,04/01/2023,03/31/2024
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,,,,,,,,,,,,,,,,,4,,,,,
15C0001026,PARKVIEW ORTHO CENTER LLC,11420 PARKVIEW CIR,FORT WAYNE,IN,46845,,(260) 408-2612,,,,,,,,,,,,,,,,,4,,,,,
15C0001037,SOUTHERN INDIANA SURGERY CENTER,2800 REX GROSSMAN BLVD,BLOOMINGTON,IN,47403,,(812) 333-8969,,,,,,,,,,,,,,,,,4,,,,,
15C0001147,FOUNDATION SURGERY AFFILIATE OF FORT WAYNE LLC DBA PARKVIEW SOUTHWEST SURGERY CENTER,8004 CARNEGIE BLVD,FORT WAYNE,IN,46804,,(260) 434-3600,,,,,,,,,,,,,,,,,4,,,,,
15C0001169,INDIANA SPECIALTY SURGERY CENTER LLC,1380 W ARCH HAVEN AVE,BLOOMINGTON,IN,47403,,(812) 330-1164,98,2,0,99,92,7,1,96,91,9,0,96,91,9,0,97,,758,273,36,04/01/2023,03/31/2024
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,98,2,0,99,91,7,2,95,90,10,0,97,92,7,1,97,,1023,273,27,04/01/2023,03/31/2024
