"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,BROWARD,(954) 344-3121,96,3,1,98,90,8,2,94,87,11,2,94,83,16,1,94,,2306,381,17,10/01/2022,09/30/2023
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,(561) 655-5511,94,5,1,97,88,10,2,93,82,15,3,93,78,19,3,91,,1627,393,24,10/01/2022,09/30/2023
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,(561) 844-6300,93,6,1,96,89,9,2,93,80,17,3,92,78,18,4,91,,1515,244,16,10/01/2022,09/30/2023
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,MANATEE,(941) 782-2100,96,3,1,98,89,8,3,93,85,12,3,93,84,13,3,93,,1448,489,34,10/01/2022,09/30/2023
100315,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,32940,BREVARD,(321) 434-9000,97,3,0,98,93,6,1,96,90,8,2,96,88,10,2,95,,3022,888,29,10/01/2022,09/30/2023
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,BREVARD,(321) 434-8000,96,4,0,98,93,5,2,96,87,10,3,94,84,13,3,93,,3198,836,26,10/01/2022,09/30/2023
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,(706) 272-6105,,,,,,,,,,,,,,,,,4,,,,,
110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,NEWTON,(770) 786-7053,97,3,0,99,94,5,1,96,86,12,2,94,81,17,2,93,,1941,399,21,10/01/2022,09/30/2023
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,CHATHAM,(912) 819-6000,95,5,0,97,91,7,2,95,85,12,3,94,84,14,2,94,,3904,856,22,10/01/2022,09/30/2023
110028,PIEDMONT AUGUSTA HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,(706) 722-9011,96,4,0,98,90,7,3,94,84,13,3,94,84,14,2,93,,2080,480,23,10/01/2022,09/30/2023
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,HALL,(770) 535-3553,,,,,,,,,,,,,,,,,4,,,,,
110034,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,(706) 721-6569,85,15,0,92,80,19,1,90,66,6,28,83,65,33,2,88,,4246,1034,24,10/01/2022,09/30/2023
110041,NORTHEAST GEORGIA MEDICAL CENTER HABERSHAM,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,HABERSHAM,(706) 754-2161,94,4,2,96,91,6,3,94,86,7,7,92,82,10,8,90,,702,120,17,10/01/2022,09/30/2023
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,CHATHAM,(912) 819-4100,95,4,1,97,90,8,2,94,86,9,5,93,82,15,3,92,,1882,440,23,10/01/2022,09/30/2023
110045,"NGMC BARROW, LLC",316 NORTH BROAD STREET,WINDER,GA,30680,BARROW,(770) 848-8611,,,,,,,,,,,,,,,,,4,,,,,
110046,PIEDMONT WALTON HOSPITAL,2151 W SPRING STREET,MONROE,GA,30655,WALTON,(770) 267-8461,97,3,0,98,90,8,2,94,83,16,1,94,80,19,1,93,,2130,531,25,10/01/2022,09/30/2023
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,31901,MUSCOGEE,(706) 571-1000,96,3,1,98,91,7,2,95,84,13,3,93,78,19,3,91,,3143,619,20,10/01/2022,09/30/2023
110073,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD,FITZGERALD,GA,31750,BEN HILL,(229) 424-7100,98,2,0,99,91,7,2,94,87,11,2,95,87,12,1,95,,465,102,22,10/01/2022,09/30/2023
110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,(706) 475-7000,98,2,0,99,93,6,1,96,90,9,1,95,88,11,1,95,,2465,630,26,10/01/2022,09/30/2023
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,FULTON,(404) 605-5000,96,3,1,98,90,8,2,94,87,11,2,94,87,10,3,94,,1817,397,22,10/01/2022,09/30/2023
110091,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,ROCKDALE,(770) 918-3000,97,3,0,98,93,6,1,96,82,15,3,93,75,22,3,90,,1646,347,21,10/01/2022,09/30/2023
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,TIFT,(229) 382-7120,97,3,0,98,93,6,1,96,87,11,2,95,79,18,3,91,,5228,585,12,10/01/2022,09/30/2023
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2460 WASHINGTON ROAD,THOMSON,GA,30824,MC DUFFIE,(706) 595-1411,98,2,0,99,95,4,1,97,90,8,2,95,85,13,2,94,,1633,426,26,10/01/2022,09/30/2023
110122,SGMC HEALTH,2501 NORTH PATTERSON STREET,VALDOSTA,GA,31602,LOWNDES,(229) 333-1020,97,2,1,98,91,7,2,94,83,14,3,93,81,16,3,92,,4014,591,18,10/01/2022,09/30/2023
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,(912) 530-3302,98,2,0,99,94,5,1,96,90,8,2,95,82,16,2,93,,1328,284,21,10/01/2022,09/30/2023
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,DECATUR,(229) 246-3500,,,,,,,,,,,,,,,,,4,,,,,
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,(478) 783-0200,97,3,0,99,92,6,2,95,81,17,2,93,80,17,3,92,,861,186,22,10/01/2022,09/30/2023
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,(678) 604-1000,96,3,1,98,89,9,2,94,85,12,3,93,79,18,3,91,,2183,401,18,10/01/2022,09/30/2023
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,SEMINOLE,(229) 524-5217,99,1,0,99,93,5,2,95,88,11,1,95,82,12,6,91,3,476,97,20,10/01/2022,09/30/2023
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,(706) 494-2101,97,3,0,98,91,7,2,95,88,9,3,94,87,10,3,94,,2025,493,24,10/01/2022,09/30/2023
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,FAYETTE,(770) 719-7000,98,2,0,99,92,7,1,95,91,8,1,95,87,12,1,95,,2047,517,25,10/01/2022,09/30/2023
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,PICKENS,(706) 301-5269,98,2,0,99,91,7,2,95,88,11,1,94,84,15,1,94,,1813,476,26,10/01/2022,09/30/2023
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,COWETA,(770) 400-2300,98,2,0,99,93,5,2,96,89,10,1,95,86,13,1,95,,2282,493,22,10/01/2022,09/30/2023
110233,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",600 CELEBRATE LIFE PARKWAY NORTH,NEWNAN,GA,30265,COWETA,(404) 844-8334,98,2,0,99,93,6,1,96,93,6,1,97,95,3,2,97,,1896,414,22,10/01/2022,09/30/2023
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,(912) 754-0160,97,2,1,98,92,6,2,95,86,12,2,94,83,14,3,93,2,1213,219,25,10/01/2022,09/30/2023
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,ELBERT,(706) 213-2535,,,,,,,,,,,,,,,,,4,,,,,
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,(808) 538-9011,97,3,0,98,91,7,2,94,87,11,2,95,86,13,1,95,,6007,1854,31,10/01/2022,09/30/2023
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,(808) 244-9056,95,4,1,98,91,8,1,95,79,17,4,92,75,21,4,90,,2322,737,32,10/01/2022,09/30/2023
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,97,3,0,98,92,7,1,95,84,14,2,93,78,20,2,92,,1854,447,24,10/01/2022,09/30/2023
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,(808) 536-2236,,,,,,,,,,,,,,,,,4,,,,,
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,(808) 432-0000,97,3,0,98,93,6,1,96,89,10,1,95,87,11,2,95,,2609,886,34,10/01/2022,09/30/2023
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,(808) 322-9311,94,5,1,97,90,8,2,94,73,23,4,90,70,28,2,89,,976,275,28,10/01/2022,09/30/2023
120028,"NORTH HAWAII COMMUNITY HOSPITAL, INC",67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HAWAII,(808) 885-4444,95,4,1,97,91,8,1,95,86,12,2,94,86,12,2,94,,1623,437,28,10/01/2022,09/30/2023
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,(208) 814-1000,97,3,0,99,93,6,1,96,81,16,3,93,77,21,2,92,,1840,361,20,10/01/2022,09/30/2023
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,(208) 381-2222,96,3,1,98,93,6,1,96,87,12,1,95,86,13,1,95,,1590,403,25,10/01/2022,09/30/2023
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,(208) 625-4000,98,2,0,99,93,6,1,96,89,9,2,95,86,13,1,95,,8076,2223,28,10/01/2022,09/30/2023
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,(208) 373-5000,98,2,0,99,93,6,1,96,94,6,0,96,93,6,1,97,,1101,413,38,10/01/2022,09/30/2023
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,(208) 557-2700,97,3,0,98,90,8,2,94,87,12,1,95,86,13,1,95,,1341,294,23,10/01/2022,09/30/2023
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 WEST ST LUKES DRIVE,NAMPA,ID,83687,CANYON,(208) 505-2000,98,2,0,99,93,6,1,96,91,8,1,96,88,10,2,95,,2026,472,23,10/01/2022,09/30/2023
131305,STEELE MEMORIAL MEDICAL CENTER,P O BOX 700,SALMON,ID,83467,LEMHI,(208) 756-5600,96,3,1,98,94,6,0,97,85,12,3,93,78,21,1,92,,652,156,24,10/01/2022,09/30/2023
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,(208) 549-0370,97,2,1,98,92,7,1,96,84,14,2,93,79,19,2,92,,858,263,31,10/01/2022,09/30/2023
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,BENEWAH,(208) 245-5551,98,2,0,99,99,1,0,99,82,18,0,94,78,14,8,90,2;3,145,21,15,10/01/2022,09/30/2023
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,GEM,(208) 365-3561,98,2,0,99,94,5,1,96,80,19,1,93,78,21,1,92,,459,126,27,10/01/2022,09/30/2023
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,CLEARWATER,(208) 476-4555,96,4,0,98,87,10,3,92,71,29,0,90,63,37,0,88,3,149,51,34,10/01/2022,09/30/2023
131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,(208) 962-3251,95,4,1,97,92,7,1,96,75,17,8,90,81,16,3,92,3,206,75,37,10/01/2022,09/30/2023
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,(208) 678-4444,98,2,0,99,95,4,1,97,88,11,1,95,77,22,1,92,,1227,306,25,10/01/2022,09/30/2023
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,LATAH,(208) 882-4511,98,2,0,99,91,7,2,95,80,17,3,92,77,21,2,91,,1845,559,30,10/01/2022,09/30/2023
140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,WILLIAMSON,(618) 942-2171,,,,,,,,,,,,,,,,,4,,,,,
140015,BLESSING HOSPITAL,1005 BROADWAY ST,QUINCY,IL,62301,ADAMS,(217) 223-1200,97,3,0,99,92,7,1,95,87,11,2,94,81,18,1,93,,6662,1906,29,10/01/2022,09/30/2023
140018,MT SINAI HOSPITAL MEDICAL CENTER,1500 S FAIRFIELD AVE,CHICAGO,IL,60608,COOK,(773) 542-2000,92,7,1,95,90,8,2,94,74,18,8,90,69,26,5,88,,4231,277,7,10/01/2022,09/30/2023
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,98,2,0,99,94,5,1,97,87,11,2,95,78,21,1,92,,3245,989,31,10/01/2022,09/30/2023
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,(217) 544-6464,97,2,1,98,91,8,1,95,87,11,2,94,83,15,2,93,,7423,2207,30,10/01/2022,09/30/2023
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,98,2,0,99,92,6,2,95,90,9,1,95,88,10,2,95,,1596,324,21,10/01/2022,09/30/2023
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,(773) 521-1710,,,,,,,,,,,,,,,,,4,,,,,
140100,"MIDWESTERN REGION MED CENTER, INC",2520 ELISHA AVENUE,ZION,IL,60099,LAKE,(847) 872-4561,98,2,0,99,93,6,1,96,95,5,0,98,96,4,0,98,,1319,349,26,10/01/2022,09/30/2023
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,93,5,2,96,94,3,3,95,81,12,7,90,65,30,5,86,3,703,70,10,10/01/2022,09/30/2023
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,(773) 884-9000,92,6,2,95,84,10,6,89,78,12,10,89,67,22,11,82,3,374,36,10,10/01/2022,09/30/2023
140137,HSHS HOLY FAMILY HOSPITAL INC,200 HEALTH CARE DR,GREENVILLE,IL,62246,BOND,(618) 664-1230,97,3,0,98,93,6,1,96,87,11,2,94,76,22,2,91,,809,231,29,10/01/2022,09/30/2023
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,(618) 526-4511,99,1,0,100,95,4,1,97,92,7,1,96,86,13,1,95,,1911,612,32,10/01/2022,09/30/2023
140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,(312) 996-3900,97,3,0,98,91,8,1,95,87,9,4,94,83,14,3,93,,7605,1028,14,10/01/2022,09/30/2023
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,(618) 549-0721,,,,,,,,,,,,,,,,,4,,,,,
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,(217) 464-2966,96,4,0,98,87,11,2,92,79,17,4,92,72,26,2,90,,3010,719,24,10/01/2022,09/30/2023
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,(708) 747-4000,,,,,,,,,,,,,,,,,4,,,,,
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,(618) 234-2120,97,3,0,98,93,6,1,96,90,8,2,95,87,12,1,95,,8951,2468,29,10/01/2022,09/30/2023
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE,MATTOON,IL,61938,COLES,(217) 258-2513,98,2,0,99,95,4,1,97,91,7,2,96,86,13,1,95,,2176,673,31,10/01/2022,09/30/2023
140191,INGALLS MEMORIAL HOSPITAL,1 INGALLS DRIVE,HARVEY,IL,60426,COOK,(708) 333-2300,98,2,0,99,92,6,2,95,86,12,2,94,81,18,1,93,,1409,341,24,10/01/2022,09/30/2023
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,(331) 221-0130,97,3,0,99,91,7,2,95,90,9,1,96,87,12,1,95,,6666,1493,24,10/01/2022,09/30/2023
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,(618) 253-7671,,,,,,,,,,,,,,,,,4,,,,,
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,97,3,0,98,92,6,2,95,87,11,2,95,85,14,1,94,,7477,1816,25,10/01/2022,09/30/2023
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,(618) 684-3156,,,,,,,,,,,,,,,,,4,,,,,
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,(618) 651-2600,98,2,0,99,93,6,1,96,91,8,1,96,86,13,1,95,,1388,411,30,10/01/2022,09/30/2023
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,(618) 544-3131,99,1,0,100,97,2,1,98,95,5,0,97,90,10,0,96,,1245,307,25,10/01/2022,09/30/2023
141346,FAYETTE COUNTY HOSPITAL,650 W TAYLOR ST,VANDALIA,IL,62471,FAYETTE,(618) 283-1231,,,,,,,,,,,,,,,,,4,,,,,
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,(217) 324-2191,99,1,0,99,95,4,1,97,92,7,1,96,87,12,1,95,,1414,475,34,10/01/2022,09/30/2023
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,(219) 886-4000,95,4,1,97,88,8,4,92,79,12,9,90,75,20,5,89,3,409,67,19,10/01/2022,09/30/2023
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,HENDRICKS,(317) 745-4451,98,2,0,99,94,5,1,96,92,6,2,96,92,7,1,97,,992,348,35,10/01/2022,09/30/2023
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,CLARK,(812) 283-2147,,,,,,,,,,,,,,,,,4,,,,,
150015,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,LA PORTE,(219) 879-8511,,,,,,,,,,,,,,,,,4,,,,,
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,(765) 362-2800,,,,,,,,,,,,,,,,,4,,,,,
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,(765) 521-0890,98,2,0,99,94,5,1,96,89,9,2,96,85,14,1,94,,1753,591,34,10/01/2022,09/30/2023
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,HANCOCK,(317) 462-5544,98,2,0,99,95,4,1,97,94,6,0,97,88,11,1,96,,1356,341,26,10/01/2022,09/30/2023
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,DAVIESS,(812) 254-2760,,,,,,,,,,,,,,,,,4,,,,,
150069,NORTON-KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,JEFFERSON,(812) 801-0105,97,3,0,98,90,9,1,95,81,15,4,92,67,30,3,88,,1515,381,25,10/01/2022,09/30/2023
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,LAKE,(219) 865-2141,,,,,,,,,,,,,,,,,4,,,,,
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,SHELBY,(317) 392-3211,99,1,0,99,90,8,2,94,89,10,1,95,82,17,1,93,,1717,448,26,10/01/2022,09/30/2023
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,TIPPECANOE,(765) 502-4334,,,,,,,,,,,,,,,,,4,,,,,
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,DUBOIS,(812) 996-2345,97,3,0,99,93,6,1,96,87,12,1,95,80,19,1,93,,1426,464,33,10/01/2022,09/30/2023
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,(219) 757-6100,,,,,,,,,,,,,,,,,4,,,,,
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,MARION,(317) 956-1000,98,2,0,99,91,8,1,95,91,8,1,96,91,8,1,96,,1696,632,37,10/01/2022,09/30/2023
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,MARION,(317) 528-5000,,,,,,,,,,,,,,,,,4,,,,,
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,LAKE,(219) 922-4200,,,,,,,,,,,,,,,,,4,,,,,
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,LAKE,(219) 756-2100,98,2,0,99,91,7,2,95,89,10,1,95,84,13,3,93,,504,122,24,10/01/2022,09/30/2023
150193,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,10777 ILLINOIS STREET,CARMEL,IN,46032,HAMILTON,(574) 256-3935,,,,,,,,,,,,,,,,,4,,,,,
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441,GREENE,(812) 847-2281,98,2,0,99,90,8,2,94,84,14,2,94,83,15,2,93,,912,239,26,10/01/2022,09/30/2023
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,JASPER,(219) 866-5141,,,,,,,,,,,,,,,,,4,,,,,
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,SULLIVAN,(812) 268-4311,99,1,0,99,95,4,1,97,91,9,0,96,85,15,0,95,,1848,499,27,10/01/2022,09/30/2023
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733,ADAMS,(260) 724-2145,99,1,0,99,93,6,1,96,87,12,1,95,79,19,2,92,,1750,639,37,10/01/2022,09/30/2023
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,DECATUR,(812) 663-4331,97,3,0,99,93,6,1,96,85,12,3,93,75,23,2,90,,2056,530,26,10/01/2022,09/30/2023
151334,SCOTT MEMORIAL HEALTH,1451 N GARDNER ST,SCOTTSBURG,IN,47170,SCOTT,(812) 752-3456,,,,,,,,,,,,,,,,,4,,,,,
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,(712) 792-3581,98,2,0,99,94,5,1,97,91,8,1,96,87,12,1,95,,1225,492,43,10/01/2022,09/30/2023
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,JOHNSON,(319) 339-0300,97,3,0,98,90,9,1,95,83,14,3,93,84,15,1,94,,2403,864,39,10/01/2022,09/30/2023
160047,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,POTTAWATTAMIE,(712) 396-6000,,,,,,,,,,,,,,,,,4,,,,,
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,JOHNSON,(319) 356-1616,97,3,0,98,91,8,1,95,87,10,3,94,87,11,2,95,,10767,2351,26,10/01/2022,09/30/2023
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,LINN,(319) 398-6011,97,3,0,98,92,7,1,96,86,12,2,94,85,14,1,94,,2040,595,29,10/01/2022,09/30/2023
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,WAPELLO,(641) 682-7511,,,,,,,,,,,,,,,,,4,,,,,
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,POLK,(515) 282-2200,97,3,0,98,90,8,2,94,86,11,3,94,84,15,1,94,,1892,357,22,10/01/2022,09/30/2023
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,(563) 582-1881,,,,,,,,,,,,,,,,,4,,,,,
161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,DAVIS,(641) 664-2145,97,3,0,98,90,8,2,94,87,12,1,95,81,18,1,93,,415,144,35,10/01/2022,09/30/2023
