"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
10C0001377,OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC DBA ORLANDO OPHTHALMOLOGY SURGERY CENTER,105 BONNIE LOCH CT,ORLANDO,FL,32806,,(407) 428-0040,96,4,0,98,89,9,2,93,80,17,3,92,81,16,3,93,,1381,492,36,07/01/2022,06/30/2023
10C0001389,BGC HOLDINGS INC,4800 BELFORT RD,JACKSONVILLE,FL,32256,,(904) 265-4801,98,2,0,99,94,5,1,96,93,6,1,96,95,4,1,98,,1037,271,26,07/01/2022,06/30/2023
10C0001390,CORAL GABLES SURGERY CENTER,"2645 DOUGLAS RD, SUITE 400",MIAMI,FL,33133,,(305) 461-3229,96,3,1,98,89,8,3,93,86,9,5,93,84,12,4,92,,1056,214,20,07/01/2022,06/30/2023
10C0001418,THE SURGERY CENTER AT JENSEN BEACH LLC,3995 NW GOLDENROD RD,JENSEN BEACH,FL,34957,,(772) 497-0020,96,4,0,98,89,9,2,94,87,11,2,95,86,13,1,95,,1067,434,41,07/01/2022,06/30/2023
10C0001428,SOUTH FLORIDA AMBULATORY SURGICAL CENTER LLC,6110 SOUTHWEST 70TH ST,SOUTH MIAMI,FL,33143,,(305) 662-3100,97,3,0,99,93,5,2,96,86,13,1,95,83,16,1,94,,1394,261,19,07/01/2022,06/30/2023
10C0001474,MURDOCK AMBULATORY SURGERY CENTER LLC,1400 EDUCATION WAY,PORT CHARLOTTE,FL,33948,,(941) 625-9800,98,2,0,99,90,7,3,94,91,8,1,96,89,10,1,95,,954,402,42,07/01/2022,06/30/2023
10C0001486,PARKCREEK SURGERY CENTER LLLP,6806 N. STATE RD. 7,COCONUT CREEK,FL,33073,,(954) 312-3507,97,3,0,98,90,8,2,94,92,6,2,96,90,8,2,96,,1461,363,25,07/01/2022,06/30/2023
10C0001496,FLORIDA SURGERY CENTER ENTERPRISES LLC,5013 NORTH ARMENIA AVE,TAMPA,FL,33603,,(813) 875-0562,95,4,1,97,89,9,2,93,84,14,2,94,78,18,4,91,,2218,400,18,07/01/2022,06/30/2023
10C0001505,LAKE ENDOSCOPY CENTER,17355 S.E. 109TH TERRACE RD,SUMMERFIELD,FL,34491,,(352) 245-0846,97,3,0,98,91,7,2,94,89,9,2,95,88,11,1,95,,982,470,48,07/01/2022,06/30/2023
10C0001512,TLC ASC LLC DBA TLC OUTPATIENT SURGERY AND LASER CENTER,201 WEST GUAVA ST,LADY LAKE,FL,32159,,(352) 391-5875,97,3,0,99,91,7,2,95,89,10,1,95,88,10,2,95,,804,410,51,07/01/2022,06/30/2023
10C0001521,RIVERWALK AMBULATORY SURGERY CENTER,200 3RD AVE WEST SUITE 170,BRADENTON,FL,34205,,(941) 220-6786,96,3,1,98,87,10,3,92,80,17,3,92,80,18,2,93,,935,351,38,07/01/2022,06/30/2023
10C0001528,CORAL RIDGE OUTPATIENT CENTER LLC,5301 NORTH DIXIE HWY.,OAKLAND PARK,FL,33334,,(954) 832-3300,96,4,0,98,92,5,3,95,86,13,1,95,86,12,2,95,,1255,364,29,07/01/2022,06/30/2023
10C0001539,SURGERY CENTER OF PEMBROKE PINES LLC DBA BROWARD SPECIALTY SURGICAL CENTER,7261 SHERIDAN ST SUITE 100A,HOLLYWOOD,FL,33024,,(954) 322-4222,98,2,0,99,89,8,3,93,88,10,2,95,87,11,2,94,,1615,281,17,07/01/2022,06/30/2023
10C0001545,SURGICARE OF MIRAMAR LLC,14601 SOUTHWEST 29TH ST SUITE 301,MIRAMAR,FL,33027,,(954) 266-3807,99,1,0,99,94,5,1,96,95,4,1,97,92,6,2,96,,1878,360,19,07/01/2022,06/30/2023
10C0001549,TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,814 SOUTH WASHIGNTON AVE,TITUSVILLE,FL,32796,,(321) 567-6300,98,2,0,99,96,3,1,97,94,5,1,97,94,5,1,97,,813,358,44,07/01/2022,06/30/2023
10C0001559,SAFETY HARBOR SURGERY CENTER LLC,3280 MCMULLEN BOOTH RD. STE. 110,CLEARWATER,FL,33761,,(727) 787-3000,98,2,0,99,91,7,2,95,90,8,2,95,89,9,2,96,,1259,478,38,07/01/2022,06/30/2023
10C0001560,SURGCENTER PINELLAS LLC,12416 66TH ST. N STE. D,LARGO,FL,33773,,(727) 408-5310,96,3,1,98,87,10,3,92,84,13,3,93,81,16,3,92,,954,338,35,07/01/2022,06/30/2023
10C0001571,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S.,CAPE CORAL,FL,33990,,(239) 772-3636,97,3,0,98,89,8,3,93,86,12,2,94,85,13,2,94,,1095,366,33,07/01/2022,06/30/2023
10C0001576,THE OUTPATIENT CENTER OF DELRAY,4675 LINTON BLVD STE 101,DELRAY BEACH,FL,33445,,(561) 499-9585,95,4,1,97,91,6,3,94,85,12,3,93,83,15,2,93,,1034,317,31,07/01/2022,06/30/2023
10C0001577,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 444-5510,98,2,0,99,92,7,1,95,91,8,1,96,90,9,1,96,,1668,732,44,07/01/2022,06/30/2023
10C0001578,SURGCENTER NORTHEAST LLC,"2438 DR. MARTIN LUTHER KING JR. ST. N, STE. C",ST PETERSBURG,FL,33704,,(727) 565-0740,96,3,1,98,90,8,2,94,89,8,3,95,89,10,1,95,,832,250,30,07/01/2022,06/30/2023
10C0001582,LONGLEAF SURGERY CENTER,3010 STARKEY BLVD,NEW PORT RICHEY,FL,34655,,(727) 372-0600,98,2,0,99,91,7,2,95,90,8,2,96,87,11,2,95,,1079,349,32,07/01/2022,06/30/2023
10C0001586,MARION SURGERY CENTER LLC,2207 SW 1ST AVE,OCALA,FL,34471,,(352) 732-4020,96,4,0,98,89,9,2,94,86,12,2,94,85,13,2,94,,1352,552,41,07/01/2022,06/30/2023
10C0001588,SURGCENTER OF PALM BEACH GARDENS LLC,900 VILLAGE SQUARE CROSSING SUITE 100,PALM BEACH GARDENS,FL,33410,,(561) 429-6880,98,1,1,99,89,9,2,93,91,8,1,96,88,11,1,95,,882,206,23,07/01/2022,06/30/2023
10C0001589,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W. KENNEDY BLVD,TAMPA,FL,33606,,(813) 693-5000,95,4,1,97,91,8,1,95,79,17,4,92,82,15,3,92,,895,204,23,07/01/2022,06/30/2023
10C0001596,SEASIDE SURGERY CENTER,1879 VETERANS PARK DR SUITE 1101,NAPLES,FL,34109,,(239) 592-4955,98,2,0,99,93,6,1,96,92,7,1,97,91,8,1,97,,1229,646,53,07/01/2022,06/30/2023
10C0001601,SELECT PHYSICIANS SURGERY CENTER,3440 WEST MARTIN LUTHER KING JR BLVD SUITE 103,TAMPA,FL,33607,,(813) 321-1618,,,,,,,,,,,,,,,,,4,,,,,
10C0001608,SURGCENTER OF ST. LUCIE,10521 SOUTHWEST VILLAGE CENTER DR #104,PORT ST. LUCIE,FL,34987,,(772) 345-8600,97,3,0,98,92,6,2,95,89,9,2,95,85,13,2,94,,1190,409,34,07/01/2022,06/30/2023
10C0001609,THE ADVANCED CENTER FOR SURGERY LLC,1355 37TH ST SUITE 304,VERO BEACH,FL,32960,,(772) 213-3600,97,3,0,98,92,7,1,96,93,5,2,96,91,7,2,96,,1082,400,37,07/01/2022,06/30/2023
10C0001612,MIAMI SURGICAL SUITES LLC,9035 SUNSET DR SUITE 200,MIAMI,FL,33173,,(786) 615-6210,,,,,,,,,,,,,,,,,4,,,,,
10C0001637,INTRACOASTAL SURGERY CENTER LLC,2200 WEST EAU GALLIE BLVD SUITE 100,MELBOURNE,FL,32935,,(321) 610-3460,,,,,,,,,,,,,,,,,4,,,,,
10C0001645,SURGCENTER CLEARWATER LLC DBA SURGCENTER DUNEDIN,980 MILWAUKEE AVE,DUNEDIN,FL,34698,,(727) 733-4610,,,,,,,,,,,,,,,,,4,,,,,
10C0001646,SKYWAY SURGERY CENTER LLC,625 6TH AVE SOUTH,ST PETERSBURG,FL,33701,,(727) 440-4888,,,,,,,,,,,,,,,,,4,,,,,
10C0001660,HSS PALM BEACH AMBULATORY SURGERY CENTER,: 300 PALM BEACH LAKES BOULEVARD,WEST PALM BEACH,FL,33401,,(000) 000-0000,98,2,0,99,92,7,1,96,94,5,1,97,91,8,1,97,,1662,695,42,07/01/2022,06/30/2023
10C0001668,ADVANCED SURGICAL CARE OF CLEARWATER,93 PARK PLACE BOULEVARD SUITE 102,CLEARWATER,FL,33759,,(727) 742-3564,,,,,,,,,,,,,,,,,4,,,,,
10C0001671,FLORIDA SPRINGS SURGERY CENTER LLC,366 BEVERLY COURT,SPRING HILL,FL,34606,,(352) 600-0220,,,,,,,,,,,,,,,,,4,,,,,
11C0001049,RESURGENS SURGERY CENTER LLC,5671 PEACHTREE DUNWOODY RD SUITE 800,ATLANTA,GA,30342,,(404) 531-8532,97,3,0,99,95,4,1,97,95,4,1,97,89,9,2,95,,1306,371,28,07/01/2022,06/30/2023
11C0001056,THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,200 MAPLE DR,VIDALIA,GA,30474,,(912) 538-1003,97,3,0,99,97,3,0,98,92,6,2,96,97,2,1,99,,937,169,18,07/01/2022,06/30/2023
11C0001085,NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,2550 WINDY HILL RD SOUTHEAST SUITE 218,MARIETTA,GA,30067,,(770) 953-8058,97,3,0,98,92,6,2,95,90,8,2,95,86,10,4,93,,1248,259,21,07/01/2022,06/30/2023
11C0001177,EAST WEST SURGERY CENTER LP,2041 MESA VALLEY WAY SUITE 125,AUSTELL,GA,30106,,(678) 309-8100,97,2,1,98,92,7,1,95,90,8,2,95,88,10,2,95,,1100,287,26,07/01/2022,06/30/2023
11C0001182,ROSWELL SURGERY CENTER LLC,1285 HEMBREE RD SUITE 200C,ROSWELL,GA,30076,,(770) 772-5520,99,1,0,99,95,4,1,97,94,5,1,97,90,9,1,96,,1265,361,29,07/01/2022,06/30/2023
11C0001192,LAWRENCEVILLE SURGERY CENTER LLC,758 OLD NORCROSS RD SUITE 125,LAWRENCEVILLE,GA,30046,,(678) 987-0820,99,1,0,99,93,7,0,97,93,6,1,96,90,9,1,96,,1248,324,26,07/01/2022,06/30/2023
11C0001234,ORTHOPAEDIC SOUTH SURGICAL CENTER,6645 LAKE DR,MORROW,GA,30260,,(678) 422-4230,98,2,0,99,92,6,2,95,95,4,1,97,92,6,2,96,,2023,503,25,07/01/2022,06/30/2023
11C0001258,THOMAS EYE SURGERY CENTER LLC,5995 BARFIELD RD,SANDY SPRINGS,GA,30328,,(678) 781-7388,93,6,1,96,85,12,3,91,81,14,5,92,79,17,4,91,,2189,453,21,07/01/2022,06/30/2023
11C0001279,SURGICAL CENTER FOR UROLOGY LLC,290 COUNTRY CLUB DR SUITE 240,STOCKBRIDGE,GA,30281,,(678) 565-1806,98,2,0,99,89,9,2,94,91,7,2,96,92,7,1,97,,1825,367,21,07/01/2022,06/30/2023
11C0001368,NORTH COLUMBUS SURGERY CENTER LLC,7351 OLD MOON RD,COLUMBUS,GA,31909,,(706) 653-7000,97,3,0,98,93,5,2,96,80,17,3,94,86,12,2,95,,3107,495,16,07/01/2022,06/30/2023
11C0001370,GEORGIA SPINE SURGERY CENTER LLC DBA GNS SURGERY CENTER,1061 DOWDY RD SUITE 103,ATHENS,GA,30606,,(706) 543-9222,99,1,0,99,92,6,2,95,95,5,0,97,93,7,0,98,,332,113,34,07/01/2022,06/30/2023
11C0001383,HUGHSTON SURGICAL CENTER LLC,6262 VETERANS PKWY UNIT. B,COLUMBUS,GA,31909,,(706) 494-3434,96,4,0,98,91,8,1,95,93,7,0,97,94,5,1,98,,1281,362,28,07/01/2022,06/30/2023
11C0001460,RESURGENS EAST SURGERY CENTER LLC,3241 IRIS DR SUITE 100,COVINGTON,GA,30016,,(678) 712-7624,98,2,0,99,95,4,1,97,94,5,1,97,90,9,1,96,,1225,317,26,07/01/2022,06/30/2023
11C0001472,RESURGENS FAYETTE SURGERY CENTER LLC,1336 HWY 54 WEST BUILDING 400 SUITE A,FAYETTEVILLE,GA,30214,,(678) 251-0200,99,1,0,99,94,5,1,97,96,3,1,98,93,5,2,96,,1392,436,31,07/01/2022,06/30/2023
12C0001012,KAISER PERMANENTE HONOLULU CLINIC ASC,1010 PENSACOLA ST,HONOLULU,HI,96814,,(808) 597-2611,98,2,0,99,93,6,1,96,90,8,2,95,89,9,2,95,,2418,847,35,07/01/2022,06/30/2023
12C0001023,MINIMALLY INVASIVE SURGERY HAWAII,1401 SOUTH BERETANIA ST SUITE 600,HONOLULU,HI,96814,,(808) 356-5658,,,,,,,,,,,,,,,,,4,,,,,
12C0001100,KAISER WAILUKU CLINIC ASC,80 MAHALANI ST,WAILUKU,HI,96793,,(808) 243-6000,98,2,0,99,94,5,1,97,89,10,1,95,88,11,1,95,,1469,479,33,07/01/2022,06/30/2023
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,98,2,0,99,94,5,1,96,91,7,2,95,86,13,1,95,,1673,460,27,07/01/2022,06/30/2023
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,99,1,0,99,93,6,1,96,91,8,1,96,89,8,3,95,,1214,326,27,07/01/2022,06/30/2023
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,99,1,0,99,93,6,1,96,89,9,2,95,84,14,2,94,,1585,341,22,07/01/2022,06/30/2023
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,95,4,1,97,92,7,1,95,81,16,3,93,80,17,3,92,,1479,526,36,07/01/2022,06/30/2023
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,98,2,0,99,88,9,3,92,90,9,1,96,91,7,2,96,,1882,366,20,07/01/2022,06/30/2023
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,98,2,0,99,95,4,1,97,94,6,0,97,93,6,1,97,,1039,440,42,07/01/2022,06/30/2023
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,98,2,0,99,91,8,1,95,89,8,3,95,81,18,1,93,,1310,405,31,07/01/2022,06/30/2023
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,98,2,0,99,92,6,2,95,92,6,2,96,88,11,1,95,,1447,525,36,07/01/2022,06/30/2023
15C0001158,TERRE HAUTE SURGICAL CENTER LLC,227 EAST MCCALLISTER DR,TERRE HAUTE,IN,47802,,(812) 234-4315,,,,,,,,,,,,,,,,,4,,,,,
15C0001169,INDIANA SPECIALTY SURGERY CENTER LLC,1380 W ARCH HAVEN AVE,BLOOMINGTON,IN,47403,,(812) 330-1164,99,1,0,99,95,4,1,97,91,9,0,96,88,11,1,96,,888,329,37,07/01/2022,06/30/2023
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,98,2,0,99,91,7,2,95,90,9,1,96,88,10,2,95,,1365,412,30,07/01/2022,06/30/2023
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,97,3,0,98,90,8,2,94,88,11,1,95,86,13,1,95,,1535,509,33,07/01/2022,06/30/2023
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,99,1,0,99,91,8,1,95,87,12,1,95,85,14,1,94,,936,315,34,07/01/2022,06/30/2023
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,98,2,0,99,91,8,1,95,91,8,1,96,91,7,2,96,,990,547,55,07/01/2022,06/30/2023
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,98,2,0,99,89,9,2,94,88,10,2,95,85,13,2,94,,1258,423,34,07/01/2022,06/30/2023
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,96,4,0,98,90,8,2,94,86,12,2,94,83,16,1,94,,1588,396,25,07/01/2022,06/30/2023
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,95,5,0,97,89,10,1,94,86,13,1,94,80,16,4,92,,957,325,34,07/01/2022,06/30/2023
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,98,2,0,99,91,8,1,95,90,8,2,95,88,10,2,95,,1371,567,41,07/01/2022,06/30/2023
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,98,2,0,99,89,9,2,93,89,9,2,95,87,12,1,95,,938,359,38,07/01/2022,06/30/2023
17C0001103,SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,7651 WEST 159TH STREET,OVERLAND PARK,KS,66223,,(913) 323-9060,,,,,,,,,,,,,,,,,4,,,,,
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,97,2,1,98,89,8,3,93,86,10,4,94,88,9,3,95,,1797,446,25,07/01/2022,06/30/2023
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,91,7,2,95,85,13,2,95,86,12,2,95,,1481,369,25,07/01/2022,06/30/2023
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,96,3,1,97,90,9,1,94,84,13,3,94,83,16,1,94,2,1302,308,24,07/01/2022,06/30/2023
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,99,1,0,99,95,4,1,97,94,5,1,97,91,7,2,95,,1256,406,32,07/01/2022,06/30/2023
19C0001129,ADVANCED SURGERY CENTER OF METAIRIE LLC,720 VETERANS MEMORIAL BLVD SUITE 100,METAIRIE,LA,70005,,(504) 293-4953,,,,,,,,,,,,,,,,,4,,,,,
19C0001130,ADVANCED SURGERY CENTER OF NORTHERN LOUISIANA LLC,1601 LOUISVILLE AVE,MONROE,LA,71201,,(318) 998-5555,,,,,,,,,,,,,,,,,4,,,,,
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,99,1,0,99,94,5,1,96,92,7,1,96,91,8,1,97,,957,367,38,07/01/2022,06/30/2023
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,98,2,0,99,94,5,1,96,91,8,1,96,88,10,2,95,,832,274,33,07/01/2022,06/30/2023
21C0001043,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC.,10810 CONNECTICUT AVE,KENSINGTON,MD,20895,,(301) 816-7284,97,3,0,98,94,5,1,96,88,10,2,95,85,12,3,93,,2139,781,37,07/01/2022,06/30/2023
21C0001063,CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,515 FAIRMOUNT AVE. STE 100,TOWSON,MD,21286,,(410) 494-1335,93,6,1,96,89,9,2,94,82,14,4,93,83,13,4,93,2,1458,111,8,07/01/2022,06/30/2023
21C0001082,AMBULATORY UROSURGICAL CENTER,"401 E. JEFFERSON ST, SUITE 105",ROCKVILLE,MD,20850,,(443) 471-5872,,,,,,,,,,,,,,,,,4,,,,,
21C0001142,COLUMBIA UROLOGICAL SURGICAL CENTER LLC,"10710 CHARTER DR, STE 140",COLUMBIA,MD,21044,,(410) 772-7019,,,,,,,,,,,,,,,,,4,,,,,
21C0001152,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6820 HOSPITAL DR., # 200",BALTIMORE,MD,21237,,(410) 391-6131,,,,,,,,,,,,,,,,,4,,,,,
21C0001168,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3407 WILKENS AVE., # 200",BALTIMORE,MD,21229,,(410) 644-0929,,,,,,,,,,,,,,,,,4,,,,,
21C0001190,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 450",OWINGS MILLS,MD,21117,,(410) 581-8140,,,,,,,,,,,,,,,,,4,,,,,
21C0001281,SURGERY CENTER OF CHEVY CHASE,"5530 WISCONSIN AVE, SUITE 1620",CHEVY CHASE,MD,20815,,(301) 718-9800,,,,,,,,,,,,,,,,,4,,,,,
21C0001297,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3333 N. CALVERT ST., # 600",BALTIMORE,MD,21218,,(410) 467-7665,,,,,,,,,,,,,,,,,4,,,,,
21C0001362,SUMMIT AMBULATORY SURGICAL CENTER LLC,"18109 PRICE PHILIP DR., # 270",SILVER SPRING,MD,20906,,(301) 774-2525,,,,,,,,,,,,,,,,,4,,,,,
21C0001421,SALISBURY URO SURGERY CENTER LLC,1342 S. DIVISION ST.,SALISBURY,MD,21804,,(410) 546-2133,,,,,,,,,,,,,,,,,4,,,,,
21C0001445,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 220",OWINGS MILLS,MD,21117,,(410) 581-1600,,,,,,,,,,,,,,,,,4,,,,,
21C0001461,SUMMIT AMBULATORY SURGICAL CENTER LLC,"826 WASHINGTON RD., # 215",WESTMINSTER,MD,21157,,(410) 876-1633,,,,,,,,,,,,,,,,,4,,,,,
21C0001466,UPPER BAY SURGERY CENTER LLC,360 EAST PULASKI HWY SUITE 2A,ELKTON,MD,21921,,(410) 620-3348,98,2,0,99,90,8,2,94,88,11,1,95,86,13,1,95,,1391,373,27,07/01/2022,06/30/2023
21C0001476,SURGCENTER OF GLEN BURNIE LLC,308 HOSPITAL DR SUITE 102,GLEN BURNIE,MD,21061,,(410) 760-8100,96,4,0,98,89,8,3,93,87,11,2,94,82,16,2,93,,1349,375,28,07/01/2022,06/30/2023
21C0001477,WESTMINSTER SURGERY CENTER,826 WASHINGTON RD STE 131,WESTMINSTER,MD,21157,,(410) 871-9440,98,2,0,99,94,5,1,96,92,8,0,96,87,12,1,95,,947,381,40,07/01/2022,06/30/2023
21C0001491,MAPLE LAWN SURGERY CENTER,7625 MAPLE LAWN BLVD STE. 110,FULTON,MD,20759,,(301) 490-5025,98,2,0,99,94,5,1,96,91,7,2,96,91,8,1,96,,1309,369,28,07/01/2022,06/30/2023
21C0001494,SURGCENTER OF SOUTHERN MARYLAND,9001 WOODYARD RD SUITE B,CLINTON,MD,20735,,(301) 868-4950,97,3,0,98,90,8,2,94,81,14,5,92,76,20,4,90,,1338,407,30,07/01/2022,06/30/2023
21C0001496,SUMMIT AMBULATORY SURGICAL CENTER LLC,"201 PLUMTREE RD.,  # 200",BEL AIR,MD,21015,,(410) 803-0089,,,,,,,,,,,,,,,,,4,,,,,
21C0001498,TIMONIUM SURGERY CENTER LLC,"1954 GREENSPRING DR, LL18",TIMONIUM,MD,21093,,(410) 560-3301,96,4,0,98,91,7,2,95,88,10,2,95,83,15,2,93,,1353,429,32,07/01/2022,06/30/2023
21C0001508,PICCARD SURGERY CENTER LLC,1330 PICCARD DR STE 102,ROCKVILLE,MD,20850,,(301) 208-7350,96,4,0,98,88,10,2,93,87,12,1,95,85,13,2,94,,1360,310,23,07/01/2022,06/30/2023
21C0001519,SURGCENTER OF WHITE MARSH LLC,11605 CROSSROADS CIR,BALTIMORE,MD,21220,,(410) 344-0003,,,,,,,,,,,,,,,,,4,,,,,
21C0001524,LEONARDTOWN SURGERY CENTER LLC,"40900 MERCHANTS LANE, SUITE 200",LEONARDTOWN,MD,20650,,(301) 690-2203,97,3,0,98,94,5,1,96,89,10,1,95,87,11,2,95,,1362,375,28,07/01/2022,06/30/2023
21C0001525,HAGERSTOWN SURGERY CENTER LLC,11236 ROBINWOOD DR SUITE 201,HAGERSTOWN,MD,21742,,(240) 347-4836,98,2,0,99,89,9,2,94,86,12,2,94,84,14,2,94,,901,302,34,07/01/2022,06/30/2023
21C0001531,SURGCENTER OF SILVER SPRING LLC,8710 CAMERON ST STE 100,SILVER SPRING,MD,20910,,(301) 326-2921,,,,,,,,,,,,,,,,,4,,,,,
21C0001538,ADVANCED SURGERY CENTER OF BETHESDA LLC,6430 ROCKLEDGE DR SUITE 160,BETHESDA,MD,20817,,(301) 312-6144,94,5,1,97,89,9,2,93,74,21,5,89,71,23,6,88,,1359,254,19,07/01/2022,06/30/2023
21C0001539,GAITHERSBURG AMBULATORY SURGERY CENTER,655 WATKINS MILL RD,GAITHERSBURG,MD,20879,,(301) 816-6812,98,2,0,99,95,4,1,97,91,8,1,96,88,10,2,94,,2973,897,30,07/01/2022,06/30/2023
21C0001551,MONOCACY SURGERY CENTER LLC,4991 NEW DESIGN RD SUITE 103,FREDERICK,MD,21703,,(301) 363-5858,98,2,0,99,91,8,1,95,92,7,1,96,91,8,1,97,,1065,308,29,07/01/2022,06/30/2023
21C0001556,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1221 MERCANTILE LANE,LARGO,MD,20774,,(301) 618-5500,96,4,0,98,94,5,1,97,87,10,3,95,82,15,3,92,,3219,884,27,07/01/2022,06/30/2023
21C0001560,SOUTH BALTIMORE COUNTY ASC LBN KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1701 TWIN SPRINGS RD,HALETHORPE,MD,21227,,(301) 816-2424,95,4,1,97,91,7,2,95,86,11,3,94,80,16,4,91,,2305,644,28,07/01/2022,06/30/2023
