"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,(561) 840-6202,,,,,,,,,,,,,,,,,4,,,,,
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,MANATEE,(941) 782-2100,95,4,1,97,86,10,4,91,83,14,3,93,80,17,3,92,,1072,398,37,07/01/2019,12/31/2020
100315,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,32940,BREVARD,(321) 434-9000,98,2,0,99,94,5,1,97,92,7,1,96,91,8,1,97,,2754,884,32,07/01/2019,12/31/2020
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,BREVARD,(321) 434-8000,97,3,0,98,93,6,1,96,87,11,2,95,84,13,3,93,,1804,498,28,07/01/2019,12/31/2020
110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,DE KALB,(404) 686-8500,,,,,,,,,,,,,,,,,4,,,,,
110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,CARROLL,(770) 836-9580,,,,,,,,,,,,,,,,,4,,,,,
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,CARROLL,(770) 456-3101,,,,,,,,,,,,,,,,,4,,,,,
110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,NEWTON,(770) 786-7053,98,2,0,99,90,8,2,94,88,11,1,95,85,13,2,94,,1836,438,24,07/01/2019,12/31/2020
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31405,CHATHAM,(912) 819-5290,94,6,0,97,90,8,2,94,85,12,3,93,83,14,3,92,,3413,767,22,07/01/2019,12/31/2020
110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,(706) 722-9011,97,3,0,98,91,6,3,94,88,10,2,94,86,12,2,94,,2971,743,27,07/01/2019,12/31/2020
110034,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,(706) 721-6569,,,,,,,,,,,,,,,,,4,,,,,
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,HABERSHAM,(706) 754-2161,98,2,0,99,93,6,1,96,86,13,1,95,86,13,1,95,,1129,188,17,07/01/2019,12/31/2020
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,CHATHAM,(912) 819-5290,96,3,1,98,90,8,2,94,85,11,4,93,86,12,2,94,,1876,502,27,07/01/2019,12/31/2020
110046,PIEDMONT WALTON HOSPITAL,2151 W SPRING STREET,MONROE,GA,30655,WALTON,(770) 267-8461,97,3,0,98,89,9,2,94,83,15,2,93,77,21,2,91,,1771,437,25,07/01/2019,12/31/2020
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,31901,MUSCOGEE,(706) 571-1000,94,5,1,96,90,9,1,95,79,17,4,92,78,18,4,90,,1033,243,24,07/01/2019,12/31/2020
110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,APPLING,(912) 367-9841,,,,,,,,,,,,,,,,,4,,,,,
110073,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD,FITZGERALD,GA,31750,BEN HILL,(229) 424-7100,97,3,0,99,91,6,3,94,78,18,4,92,78,21,1,93,3,349,87,25,07/01/2019,12/31/2020
110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,(706) 475-7000,98,2,0,99,91,8,1,95,85,13,2,94,86,13,1,95,,2162,526,24,07/01/2019,12/31/2020
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET, NE",ATLANTA,GA,30308,FULTON,(404) 686-2450,,,,,,,,,,,,,,,,,4,,,,,
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,FULTON,(678) 843-7001,,,,,,,,,,,,,,,,,4,,,,,
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,FULTON,(404) 605-5000,95,4,1,97,89,9,2,93,83,15,2,93,85,13,2,94,,1956,470,24,07/01/2019,12/31/2020
110091,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,ROCKDALE,(770) 918-3000,96,4,0,98,90,9,1,95,81,16,3,92,74,22,4,89,,1863,389,21,07/01/2019,12/31/2020
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31794,TIFT,(229) 382-7120,95,4,1,97,95,5,0,97,90,9,1,94,89,9,2,95,,727,129,19,07/01/2019,12/31/2020
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)",777 HEMLOCK STREET,MACON,GA,31201,BIBB,(478) 633-1000,93,5,2,96,86,10,4,91,78,17,5,92,84,13,3,93,,6865,1108,17,07/01/2019,12/31/2020
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2460 WASHINGTON ROAD,THOMSON,GA,30824,MC DUFFIE,(706) 595-1411,98,2,0,99,95,4,1,97,91,8,1,95,84,14,2,93,,1151,312,27,07/01/2019,12/31/2020
110122,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET,VALDOSTA,GA,31602,LOWNDES,(229) 333-1020,97,3,0,98,92,6,2,95,85,13,2,94,79,19,2,92,,2273,489,22,07/01/2019,12/31/2020
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,(912) 427-6811,96,3,1,97,91,7,2,95,86,11,3,94,82,15,3,92,,1199,272,23,07/01/2019,12/31/2020
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,DECATUR,(229) 246-3500,95,4,1,97,93,5,2,96,80,17,3,93,80,15,5,92,,821,170,21,07/01/2019,12/31/2020
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,(478) 783-0200,97,3,0,98,93,5,2,96,81,16,3,93,87,12,1,95,,1081,259,25,07/01/2019,12/31/2020
110150,NAVICENT HEALTH BALDWIN,821 NORTH COBB STREET,MILLEDGEVILLE,GA,31061,BALDWIN,(478) 454-3505,96,3,1,98,92,6,2,95,80,17,3,92,83,16,1,94,,3003,469,16,07/01/2019,12/31/2020
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,(678) 604-1000,96,4,0,98,90,7,3,94,85,12,3,94,82,16,2,93,,2258,452,20,07/01/2019,12/31/2020
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,SEMINOLE,(229) 524-5217,97,3,0,99,93,5,2,95,91,9,0,97,88,9,3,94,,491,120,24,07/01/2019,12/31/2020
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,(706) 494-2101,97,2,1,98,89,8,3,93,85,13,2,94,87,10,3,94,,1923,460,24,07/01/2019,12/31/2020
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,FAYETTE,(770) 719-7000,96,4,0,98,91,7,2,95,89,9,2,95,87,11,2,95,,1981,579,29,07/01/2019,12/31/2020
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,PICKENS,(706) 692-2441,97,3,0,99,91,7,2,95,84,12,4,93,83,15,2,93,,1693,474,28,07/01/2019,12/31/2020
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30263,COWETA,(770) 400-1000,97,3,0,98,92,6,2,95,88,10,2,94,86,12,2,94,,1986,493,25,07/01/2019,12/31/2020
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,GWINNETT,(678) 474-7000,,,,,,,,,,,,,,,,,4,,,,,
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,COWETA,(404) 844-8334,99,1,0,99,96,3,1,97,96,3,1,98,96,3,1,98,,1735,449,26,07/01/2019,12/31/2020
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,(912) 754-0160,97,2,1,98,88,10,2,93,87,10,3,94,81,16,3,92,,1584,398,26,07/01/2019,12/31/2020
111312,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,SCREVEN,(912) 564-7426,91,8,1,95,93,6,1,96,77,17,6,91,66,29,5,86,,504,124,25,07/01/2019,12/31/2020
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,(770) 812-2000,,,,,,,,,,,,,,,,,4,,,,,
111323,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,(912) 557-1000,97,3,0,98,91,7,2,95,90,9,1,95,88,10,2,95,,1642,432,26,07/01/2019,12/31/2020
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,ELBERT,(706) 213-2535,97,3,0,98,94,5,1,96,81,17,2,93,73,25,2,90,,550,164,30,07/01/2019,12/31/2020
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,(808) 538-9011,97,3,0,98,90,8,2,94,87,11,2,95,88,11,1,95,,3019,970,32,07/01/2019,12/31/2020
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,97,3,0,98,91,6,3,94,84,13,3,94,81,16,3,92,,849,227,27,07/01/2019,12/31/2020
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,(808) 432-0000,97,3,0,99,91,7,2,95,88,11,1,95,89,10,1,96,,2802,1014,37,07/01/2019,12/31/2020
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,(808) 322-9311,93,6,1,96,85,12,3,91,71,24,5,89,71,25,4,89,,650,176,27,07/01/2019,12/31/2020
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HAWAII,(808) 885-4444,95,4,1,97,90,8,2,94,84,13,3,93,85,13,2,94,,868,248,29,07/01/2019,12/31/2020
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,(208) 737-2000,97,3,0,98,91,8,1,95,84,14,2,94,77,21,2,91,,2304,606,26,07/01/2019,12/31/2020
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,(208) 381-2222,97,3,0,98,91,7,2,95,88,11,1,95,88,10,2,95,,3052,848,28,07/01/2019,12/31/2020
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,(208) 625-4000,97,3,0,98,91,7,2,95,86,12,2,94,83,15,2,93,,3196,817,31,07/01/2019,12/31/2020
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,(208) 373-5000,98,2,0,99,92,7,1,95,91,8,1,96,91,8,1,96,,3644,1224,34,07/01/2019,12/31/2020
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,(208) 557-2700,95,4,1,97,89,9,2,93,82,16,2,93,83,16,1,94,,1747,419,24,07/01/2019,12/31/2020
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,NAMPA,ID,83687,CANYON,(208) 505-2000,98,2,0,99,92,7,1,96,90,9,1,96,92,7,1,97,,2577,709,28,07/01/2019,12/31/2020
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,LEMHI,(208) 756-5600,98,2,0,99,95,5,0,97,86,12,2,94,77,22,1,92,,508,158,31,07/01/2019,12/31/2020
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,(208) 549-0370,,,,,,,,,,,,,,,,,4,,,,,
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,SAINT MARIES,ID,83861,BENEWAH,(208) 245-5551,97,2,1,98,89,9,2,94,79,15,6,90,76,21,3,91,3,177,38,22,07/01/2019,12/31/2020
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,GEM,(208) 365-3561,98,2,0,99,92,7,1,96,86,14,0,95,78,21,1,92,3,336,99,29,07/01/2019,12/31/2020
131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,MINIDOKA,(208) 436-0481,96,3,1,98,89,9,2,94,87,10,3,94,85,14,1,95,,776,269,35,07/01/2019,12/31/2020
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,CLEARWATER,(208) 476-4555,,,,,,,,,,,,,,,,,4,,,,,
131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,(208) 962-3251,,,,,,,,,,,,,,,,,4,,,,,
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,(208) 678-4444,97,3,0,98,93,6,1,96,85,13,2,94,75,24,1,91,,858,209,24,07/01/2019,12/31/2020
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61354,PEORIA,(309) 691-1000,97,3,0,98,91,8,1,95,85,12,3,93,81,17,2,93,,1944,721,37,07/01/2019,12/31/2020
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,COOK,(773) 542-2000,90,8,2,94,88,10,2,93,68,21,11,87,61,31,8,83,,2606,250,10,07/01/2019,12/31/2020
140019,HSHS GOOD SHEPHERD HOSPITAL,200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,(217) 774-3961,99,1,0,100,87,12,1,93,87,13,0,94,78,22,0,92,3,221,51,24,07/01/2019,12/31/2020
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,(847) 742-9800,,,,,,,,,,,,,,,,,4,,,,,
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,98,2,0,99,91,8,1,95,84,14,2,94,75,24,1,91,,2855,971,34,07/01/2019,12/31/2020
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,(618) 436-8000,98,2,0,99,90,8,2,94,87,11,2,94,80,19,1,92,,1285,327,25,07/01/2019,12/31/2020
140046,SSM HEALTH - GOOD SAMARITAN HOSPITAL,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,(618) 899-2201,97,3,0,98,90,8,2,94,88,9,3,94,82,17,1,94,,1608,379,24,07/01/2019,12/31/2020
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,(773) 967-5002,,,,,,,,,,,,,,,,,4,,,,,
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,(618) 465-2571,,,,,,,,,,,,,,,,,4,,,,,
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,(217) 544-6464,97,2,1,98,91,7,2,95,88,10,2,94,84,14,2,94,,6901,2162,33,07/01/2019,12/31/2020
140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,(708) 783-9100,96,3,1,98,90,8,2,94,83,14,3,93,78,19,3,91,,2903,641,22,07/01/2019,12/31/2020
140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,(708) 923-4000,,,,,,,,,,,,,,,,,4,,,,,
140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,(309) 344-3161,,,,,,,,,,,,,,,,,4,,,,,
140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,(309) 655-2000,,,,,,,,,,,,,,,,,4,,,,,
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-9785,97,3,0,98,93,5,2,96,89,10,1,96,88,11,1,95,,1941,403,21,07/01/2019,12/31/2020
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,MC DONOUGH,(309) 833-4101,98,2,0,99,93,6,1,96,86,12,2,94,70,29,1,89,,2413,795,33,07/01/2019,12/31/2020
140093,OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,(217) 443-5000,,,,,,,,,,,,,,,,,4,,,,,
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,(773) 521-1710,97,3,0,98,87,10,3,92,85,12,3,93,77,22,1,92,,1237,210,17,07/01/2019,12/31/2020
140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,(847) 872-4561,99,1,0,99,94,5,1,97,96,3,1,98,96,3,1,98,,1052,314,30,07/01/2019,12/31/2020
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,93,5,2,96,89,8,3,93,66,27,7,88,61,30,9,83,,970,120,13,07/01/2019,12/31/2020
140110,OSF SAINT ELIZABETH MDL CTR,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,(815) 433-3100,,,,,,,,,,,,,,,,,4,,,,,
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,(217) 337-2000,,,,,,,,,,,,,,,,,4,,,,,
140116,NORTHWESTERN MEDICINE MCHENRY,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MC HENRY,(815) 344-5000,,,,,,,,,,,,,,,,,4,,,,,
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,(309) 347-1151,97,2,1,98,91,7,2,94,80,16,4,92,72,25,3,89,,2784,769,28,07/01/2019,12/31/2020
140127,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MC LEAN,(309) 454-1400,95,4,1,97,89,9,2,93,82,14,4,92,80,17,3,92,,1973,556,28,07/01/2019,12/31/2020
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,(773) 884-9000,93,6,1,96,87,10,3,92,79,14,7,91,65,29,6,85,3,475,89,19,07/01/2019,12/31/2020
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,(217) 876-8121,,,,,,,,,,,,,,,,,4,,,,,
140137,HSHS HOLY FAMILY HOSPITAL INC,200 HEALTH CARE DR,GREENVILLE,IL,62246,BOND,(618) 664-1230,98,2,0,99,92,6,2,95,82,17,1,93,73,26,1,91,,496,160,32,07/01/2019,12/31/2020
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,(815) 664-1176,96,3,1,98,90,8,2,94,81,18,1,93,81,17,2,92,,515,181,36,07/01/2019,12/31/2020
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,(618) 526-4511,99,1,0,99,94,5,1,97,91,8,1,96,84,15,1,94,,2026,780,39,07/01/2019,12/31/2020
140147,CARLE RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,(618) 395-2131,,,,,,,,,,,,,,,,,4,,,,,
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,(312) 996-7000,92,7,1,96,91,7,2,95,80,15,5,92,76,18,6,89,,5540,785,14,07/01/2019,12/31/2020
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,(815) 599-6000,,,,,,,,,,,,,,,,,4,,,,,
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,(815) 842-2828,,,,,,,,,,,,,,,,,4,,,,,
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,(309) 662-3311,,,,,,,,,,,,,,,,,4,,,,,
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,(217) 464-2966,95,4,1,97,88,9,3,93,79,17,4,92,80,17,3,92,,2333,651,28,07/01/2019,12/31/2020
140172,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,(708) 747-4000,97,3,0,99,92,6,2,95,87,11,2,95,82,16,2,93,,1275,309,26,07/01/2019,12/31/2020
140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,(708) 422-6200,,,,,,,,,,,,,,,,,4,,,,,
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,(773) 975-1600,,,,,,,,,,,,,,,,,4,,,,,
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,(618) 234-2120,97,3,0,98,92,7,1,96,89,9,2,95,85,13,2,94,,8573,2513,31,07/01/2019,12/31/2020
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE,MATTOON,IL,61938,COLES,(217) 258-2525,98,2,0,99,92,6,2,95,90,9,1,96,84,15,1,94,,1657,574,35,07/01/2019,12/31/2020
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,(331) 221-1000,97,3,0,99,91,7,2,95,89,9,2,95,88,10,2,95,,4187,1184,28,07/01/2019,12/31/2020
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,(847) 362-2900,,,,,,,,,,,,,,,,,4,,,,,
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,(708) 684-8000,,,,,,,,,,,,,,,,,4,,,,,
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,(309) 672-5522,96,4,0,98,91,8,1,95,83,14,3,93,80,18,2,92,,2245,627,29,07/01/2019,12/31/2020
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,(847) 723-2210,,,,,,,,,,,,,,,,,4,,,,,
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,98,2,0,99,92,7,1,95,88,10,2,95,89,9,2,95,,4202,1141,27,07/01/2019,12/31/2020
140233,OSF SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,(815) 226-2000,,,,,,,,,,,,,,,,,4,,,,,
140239,JAVON BEA HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,,,,,,,,,,,,,,,,,4,,,,,
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,(309) 779-5000,96,3,1,98,91,7,2,94,85,13,2,94,82,16,2,93,,3294,823,33,07/01/2019,12/31/2020
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DU PAGE,(630) 275-5900,,,,,,,,,,,,,,,,,4,,,,,
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,(847) 381-9600,,,,,,,,,,,,,,,,,4,,,,,
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,(309) 734-3141,,,,,,,,,,,,,,,,,4,,,,,
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,(815) 772-4003,,,,,,,,,,,,,,,,,4,,,,,
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,(815) 943-5431,,,,,,,,,,,,,,,,,4,,,,,
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,(618) 651-2600,98,2,0,99,94,5,1,96,89,8,3,95,86,13,1,95,,1481,474,32,07/01/2019,12/31/2020
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,(815) 875-2811,98,2,0,99,88,10,2,93,86,12,2,94,81,18,1,93,,522,180,36,07/01/2019,12/31/2020
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,(618) 544-3131,,,,,,,,,,,,,,,,,4,,,,,
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,(217) 324-2191,98,2,0,99,94,5,1,97,91,8,1,95,85,13,2,94,,1496,478,32,07/01/2019,12/31/2020
