"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,Vermilion,(217) 554-3000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,Vermilion,(217) 554-3000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2019,12/31/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,64,4332,,10/01/2019,03/31/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,139,163,,10/01/2019,09/30/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,182,12,,10/01/2019,09/30/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Emergency Department,OP-22,Left before being seen,Percentage,2,22518,,01/01/2019,12/31/2019
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2019,09/30/2020
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,Cook,(708) 202-8387,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,69,1770,,10/01/2019,03/31/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,Williamson,(618) 997-5311,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,69,2177,,10/01/2019,03/31/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Emergency Department,OP-22,Left before being seen,Percentage,1,21033,,01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,Lake,(847) 688-1900,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,5,10/01/2019,03/31/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,Allen,(260) 426-5431,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,77,3396,,10/01/2019,03/31/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,136,100,,10/01/2019,09/30/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,435,11,,10/01/2019,09/30/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Emergency Department,OP-22,Left before being seen,Percentage,3,26521,,01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2019,09/30/2020
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,Marion,(317) 554-0000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,2037,,10/01/2019,03/31/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Emergency Department,OP-22,Left before being seen,Percentage,0,10189,,01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,Grant,(765) 674-3321,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,91,1831,,10/01/2019,03/31/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,Polk,(515) 699-5999,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,95,2129,,10/01/2019,03/31/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,Johnson,(319) 338-0581,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,86,1273,,10/01/2019,03/31/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,Shawnee,(913) 682-2000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,90,1080,,10/01/2019,03/31/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,(913) 682-2000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",10/01/2019,09/30/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,93,1493,,10/01/2019,03/31/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,Sedgwick,(316) 685-2221,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,90,2319,,10/01/2019,03/31/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Emergency Department,OP-22,Left before being seen,Percentage,2,23470,,01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,Jefferson,(502) 287-4000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,2285,,10/01/2019,03/31/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Emergency Department,OP-22,Left before being seen,Percentage,1,20772,,01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2019,09/30/2020
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,Fayette,(859) 233-4511,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,10/01/2019,09/30/2020
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,Rapides,(318) 473-0010,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2019,12/31/2019
