"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date"
IA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,55,0,24,,04/01/2017,10/02/2019
IA,MORT_30_AMI,Death rate for heart attack patients,0,24,0,78,,07/01/2017,12/01/2019
IA,MORT_30_CABG,Death rate for CABG surgery patients,0,11,0,0,,07/01/2017,12/01/2019
IA,MORT_30_COPD,Death rate for COPD patients,2,57,0,59,,07/01/2017,12/01/2019
IA,MORT_30_HF,Death rate for heart failure patients,8,60,0,50,,07/01/2017,12/01/2019
IA,MORT_30_PN,Death rate for pneumonia patients,4,103,1,10,,07/01/2017,12/01/2019
IA,MORT_30_STK,Death rate for stroke patients,0,32,0,76,,07/01/2017,12/01/2019
IA,PSI_03,Pressure ulcer rate,3,33,0,0,,07/01/2018,12/31/2019
IA,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,16,0,15,,07/01/2018,12/31/2019
IA,PSI_06,Iatrogenic pneumothorax rate,0,36,0,0,,07/01/2018,12/31/2019
IA,PSI_08,In-hospital fall with hip fracture rate,0,36,0,0,,07/01/2018,12/31/2019
IA,PSI_09,Perioperative hemorrhage or hematoma rate,0,35,0,1,,07/01/2018,12/31/2019
IA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,34,0,0,,07/01/2018,12/31/2019
IA,PSI_11,Postoperative respiratory failure rate,1,33,0,0,,07/01/2018,12/31/2019
IA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,35,0,1,,07/01/2018,12/31/2019
IA,PSI_13,Postoperative sepsis rate,0,34,0,0,,07/01/2018,12/31/2019
IA,PSI_14,Postoperative wound dehiscence rate,0,30,0,5,,07/01/2018,12/31/2019
IA,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,35,0,1,,07/01/2018,12/31/2019
IA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,34,0,Not Available,,07/01/2018,12/31/2019
ID,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,28,0,4,,04/01/2017,10/02/2019
ID,MORT_30_AMI,Death rate for heart attack patients,0,10,0,19,,07/01/2017,12/01/2019
ID,MORT_30_CABG,Death rate for CABG surgery patients,0,5,0,0,,07/01/2017,12/01/2019
ID,MORT_30_COPD,Death rate for COPD patients,1,23,0,17,,07/01/2017,12/01/2019
ID,MORT_30_HF,Death rate for heart failure patients,2,20,0,18,,07/01/2017,12/01/2019
ID,MORT_30_PN,Death rate for pneumonia patients,1,28,1,12,,07/01/2017,12/01/2019
ID,MORT_30_STK,Death rate for stroke patients,2,10,0,24,,07/01/2017,12/01/2019
ID,PSI_03,Pressure ulcer rate,1,14,0,1,,07/01/2018,12/31/2019
ID,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,8,0,6,,07/01/2018,12/31/2019
ID,PSI_06,Iatrogenic pneumothorax rate,0,15,0,2,,07/01/2018,12/31/2019
ID,PSI_08,In-hospital fall with hip fracture rate,0,15,0,1,,07/01/2018,12/31/2019
ID,PSI_09,Perioperative hemorrhage or hematoma rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_11,Postoperative respiratory failure rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,14,0,0,,07/01/2018,12/31/2019
ID,PSI_13,Postoperative sepsis rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_14,Postoperative wound dehiscence rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,15,0,0,,07/01/2018,12/31/2019
ID,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,17,0,Not Available,,07/01/2018,12/31/2019
IL,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,3,108,1,30,,04/01/2017,10/02/2019
IL,MORT_30_AMI,Death rate for heart attack patients,0,98,1,70,,07/01/2017,12/01/2019
IL,MORT_30_CABG,Death rate for CABG surgery patients,1,46,0,15,,07/01/2017,12/01/2019
IL,MORT_30_COPD,Death rate for COPD patients,0,158,4,19,,07/01/2017,12/01/2019
IL,MORT_30_HF,Death rate for heart failure patients,5,127,23,26,,07/01/2017,12/01/2019
IL,MORT_30_PN,Death rate for pneumonia patients,9,150,14,8,,07/01/2017,12/01/2019
IL,MORT_30_STK,Death rate for stroke patients,1,96,2,71,,07/01/2017,12/01/2019
IL,PSI_03,Pressure ulcer rate,8,120,1,1,,07/01/2018,12/31/2019
IL,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,70,2,45,,07/01/2018,12/31/2019
IL,PSI_06,Iatrogenic pneumothorax rate,0,129,0,1,,07/01/2018,12/31/2019
IL,PSI_08,In-hospital fall with hip fracture rate,0,129,0,0,,07/01/2018,12/31/2019
IL,PSI_09,Perioperative hemorrhage or hematoma rate,2,119,0,6,,07/01/2018,12/31/2019
IL,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,112,0,8,,07/01/2018,12/31/2019
IL,PSI_11,Postoperative respiratory failure rate,3,108,1,9,,07/01/2018,12/31/2019
IL,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,7,114,0,6,,07/01/2018,12/31/2019
IL,PSI_13,Postoperative sepsis rate,5,106,1,7,,07/01/2018,12/31/2019
IL,PSI_14,Postoperative wound dehiscence rate,0,111,0,13,,07/01/2018,12/31/2019
IL,PSI_15,Abdominopelvic accidental puncture or laceration rate,2,123,0,3,,07/01/2018,12/31/2019
IL,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,9,119,2,Not Available,,07/01/2018,12/31/2019
IN,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,77,2,19,,04/01/2017,10/02/2019
IN,MORT_30_AMI,Death rate for heart attack patients,2,52,1,54,,07/01/2017,12/01/2019
IN,MORT_30_CABG,Death rate for CABG surgery patients,0,28,0,7,,07/01/2017,12/01/2019
IN,MORT_30_COPD,Death rate for COPD patients,2,102,0,11,,07/01/2017,12/01/2019
IN,MORT_30_HF,Death rate for heart failure patients,6,93,2,14,,07/01/2017,12/01/2019
IN,MORT_30_PN,Death rate for pneumonia patients,9,95,2,10,,07/01/2017,12/01/2019
IN,MORT_30_STK,Death rate for stroke patients,2,63,0,43,,07/01/2017,12/01/2019
IN,PSI_03,Pressure ulcer rate,3,83,0,1,,07/01/2018,12/31/2019
IN,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,41,0,30,,07/01/2018,12/31/2019
IN,PSI_06,Iatrogenic pneumothorax rate,0,87,0,0,,07/01/2018,12/31/2019
IN,PSI_08,In-hospital fall with hip fracture rate,0,87,0,0,,07/01/2018,12/31/2019
IN,PSI_09,Perioperative hemorrhage or hematoma rate,0,82,0,3,,07/01/2018,12/31/2019
IN,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,74,0,8,,07/01/2018,12/31/2019
IN,PSI_11,Postoperative respiratory failure rate,1,70,0,12,,07/01/2018,12/31/2019
IN,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,81,0,3,,07/01/2018,12/31/2019
IN,PSI_13,Postoperative sepsis rate,0,73,1,7,,07/01/2018,12/31/2019
IN,PSI_14,Postoperative wound dehiscence rate,0,72,0,12,,07/01/2018,12/31/2019
IN,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,79,0,5,,07/01/2018,12/31/2019
IN,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,84,1,Not Available,,07/01/2018,12/31/2019
KS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,43,2,9,,04/01/2017,10/02/2019
KS,MORT_30_AMI,Death rate for heart attack patients,0,25,0,75,,07/01/2017,12/01/2019
KS,MORT_30_CABG,Death rate for CABG surgery patients,1,11,0,3,,07/01/2017,12/01/2019
KS,MORT_30_COPD,Death rate for COPD patients,1,61,0,67,,07/01/2017,12/01/2019
KS,MORT_30_HF,Death rate for heart failure patients,2,60,1,65,,07/01/2017,12/01/2019
KS,MORT_30_PN,Death rate for pneumonia patients,4,97,2,27,,07/01/2017,12/01/2019
KS,MORT_30_STK,Death rate for stroke patients,1,21,1,92,,07/01/2017,12/01/2019
KS,PSI_03,Pressure ulcer rate,1,51,1,1,,07/01/2018,12/31/2019
KS,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,15,0,17,,07/01/2018,12/31/2019
KS,PSI_06,Iatrogenic pneumothorax rate,1,53,0,0,,07/01/2018,12/31/2019
KS,PSI_08,In-hospital fall with hip fracture rate,0,54,0,0,,07/01/2018,12/31/2019
KS,PSI_09,Perioperative hemorrhage or hematoma rate,0,47,0,3,,07/01/2018,12/31/2019
KS,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,44,0,6,,07/01/2018,12/31/2019
KS,PSI_11,Postoperative respiratory failure rate,2,42,0,6,,07/01/2018,12/31/2019
KS,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,46,1,3,,07/01/2018,12/31/2019
KS,PSI_13,Postoperative sepsis rate,1,43,0,6,,07/01/2018,12/31/2019
KS,PSI_14,Postoperative wound dehiscence rate,0,35,0,10,,07/01/2018,12/31/2019
KS,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,41,0,8,,07/01/2018,12/31/2019
KS,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1,53,0,Not Available,,07/01/2018,12/31/2019
KY,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,44,0,16,,04/01/2017,10/02/2019
KY,MORT_30_AMI,Death rate for heart attack patients,0,41,0,43,,07/01/2017,12/01/2019
KY,MORT_30_CABG,Death rate for CABG surgery patients,0,15,0,2,,07/01/2017,12/01/2019
KY,MORT_30_COPD,Death rate for COPD patients,1,80,0,13,,07/01/2017,12/01/2019
KY,MORT_30_HF,Death rate for heart failure patients,2,69,3,20,,07/01/2017,12/01/2019
KY,MORT_30_PN,Death rate for pneumonia patients,6,81,1,6,,07/01/2017,12/01/2019
KY,MORT_30_STK,Death rate for stroke patients,2,31,0,55,,07/01/2017,12/01/2019
KY,PSI_03,Pressure ulcer rate,2,62,1,0,,07/01/2018,12/31/2019
KY,PSI_04,Death rate among surgical inpatients with serious treatable complications,4,25,0,22,,07/01/2018,12/31/2019
KY,PSI_06,Iatrogenic pneumothorax rate,0,65,0,0,,07/01/2018,12/31/2019
KY,PSI_08,In-hospital fall with hip fracture rate,0,65,0,0,,07/01/2018,12/31/2019
KY,PSI_09,Perioperative hemorrhage or hematoma rate,0,58,0,6,,07/01/2018,12/31/2019
KY,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,40,0,11,,07/01/2018,12/31/2019
KY,PSI_11,Postoperative respiratory failure rate,1,40,0,10,,07/01/2018,12/31/2019
KY,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,58,0,6,,07/01/2018,12/31/2019
KY,PSI_13,Postoperative sepsis rate,2,38,0,7,,07/01/2018,12/31/2019
KY,PSI_14,Postoperative wound dehiscence rate,0,46,0,16,,07/01/2018,12/31/2019
KY,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,60,0,3,,07/01/2018,12/31/2019
KY,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,62,1,Not Available,,07/01/2018,12/31/2019
LA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,48,0,18,,04/01/2017,10/02/2019
LA,MORT_30_AMI,Death rate for heart attack patients,0,35,0,46,,07/01/2017,12/01/2019
LA,MORT_30_CABG,Death rate for CABG surgery patients,0,22,0,4,,07/01/2017,12/01/2019
LA,MORT_30_COPD,Death rate for COPD patients,0,72,0,28,,07/01/2017,12/01/2019
LA,MORT_30_HF,Death rate for heart failure patients,2,68,3,28,,07/01/2017,12/01/2019
LA,MORT_30_PN,Death rate for pneumonia patients,2,86,1,13,,07/01/2017,12/01/2019
LA,MORT_30_STK,Death rate for stroke patients,2,33,0,50,,07/01/2017,12/01/2019
LA,PSI_03,Pressure ulcer rate,6,80,0,3,,07/01/2018,12/31/2019
LA,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,27,0,27,,07/01/2018,12/31/2019
LA,PSI_06,Iatrogenic pneumothorax rate,0,88,0,2,,07/01/2018,12/31/2019
LA,PSI_08,In-hospital fall with hip fracture rate,0,88,0,2,,07/01/2018,12/31/2019
LA,PSI_09,Perioperative hemorrhage or hematoma rate,0,72,0,12,,07/01/2018,12/31/2019
LA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,63,0,16,,07/01/2018,12/31/2019
LA,PSI_11,Postoperative respiratory failure rate,1,62,0,16,,07/01/2018,12/31/2019
LA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2,70,0,12,,07/01/2018,12/31/2019
LA,PSI_13,Postoperative sepsis rate,1,61,0,14,,07/01/2018,12/31/2019
LA,PSI_14,Postoperative wound dehiscence rate,0,57,0,20,,07/01/2018,12/31/2019
LA,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,70,0,13,,07/01/2018,12/31/2019
LA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,86,0,Not Available,,07/01/2018,12/31/2019
MA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,51,1,2,,04/01/2017,10/02/2019
MA,MORT_30_AMI,Death rate for heart attack patients,0,45,0,13,,07/01/2017,12/01/2019
MA,MORT_30_CABG,Death rate for CABG surgery patients,0,12,1,0,,07/01/2017,12/01/2019
MA,MORT_30_COPD,Death rate for COPD patients,0,49,6,5,,07/01/2017,12/01/2019
MA,MORT_30_HF,Death rate for heart failure patients,1,40,15,3,,07/01/2017,12/01/2019
MA,MORT_30_PN,Death rate for pneumonia patients,0,42,14,4,,07/01/2017,12/01/2019
MA,MORT_30_STK,Death rate for stroke patients,1,50,0,4,,07/01/2017,12/01/2019
MA,PSI_03,Pressure ulcer rate,5,51,0,0,,07/01/2018,12/31/2019
MA,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,31,0,20,,07/01/2018,12/31/2019
MA,PSI_06,Iatrogenic pneumothorax rate,0,56,0,0,,07/01/2018,12/31/2019
MA,PSI_08,In-hospital fall with hip fracture rate,0,56,0,0,,07/01/2018,12/31/2019
MA,PSI_09,Perioperative hemorrhage or hematoma rate,1,53,0,1,,07/01/2018,12/31/2019
MA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,51,0,3,,07/01/2018,12/31/2019
MA,PSI_11,Postoperative respiratory failure rate,0,49,2,3,,07/01/2018,12/31/2019
MA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4,48,2,1,,07/01/2018,12/31/2019
MA,PSI_13,Postoperative sepsis rate,0,50,1,3,,07/01/2018,12/31/2019
MA,PSI_14,Postoperative wound dehiscence rate,0,51,0,4,,07/01/2018,12/31/2019
MA,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,52,1,1,,07/01/2018,12/31/2019
MA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,50,2,Not Available,,07/01/2018,12/31/2019
MD,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,36,2,7,,04/01/2017,10/02/2019
MD,MORT_30_AMI,Death rate for heart attack patients,1,38,0,7,,07/01/2017,12/01/2019
MD,MORT_30_CABG,Death rate for CABG surgery patients,1,8,1,0,,07/01/2017,12/01/2019
MD,MORT_30_COPD,Death rate for COPD patients,3,42,0,1,,07/01/2017,12/01/2019
MD,MORT_30_HF,Death rate for heart failure patients,1,38,6,1,,07/01/2017,12/01/2019
MD,MORT_30_PN,Death rate for pneumonia patients,7,37,1,2,,07/01/2017,12/01/2019
MD,MORT_30_STK,Death rate for stroke patients,2,38,0,5,,07/01/2017,12/01/2019
MD,PSI_03,Pressure ulcer rate,13,35,0,0,,07/01/2018,12/31/2019
MD,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,31,0,13,,07/01/2018,12/31/2019
MD,PSI_06,Iatrogenic pneumothorax rate,0,48,0,0,,07/01/2018,12/31/2019
MD,PSI_08,In-hospital fall with hip fracture rate,0,48,0,0,,07/01/2018,12/31/2019
MD,PSI_09,Perioperative hemorrhage or hematoma rate,1,45,0,1,,07/01/2018,12/31/2019
MD,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,44,0,3,,07/01/2018,12/31/2019
MD,PSI_11,Postoperative respiratory failure rate,1,43,0,3,,07/01/2018,12/31/2019
MD,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4,42,0,1,,07/01/2018,12/31/2019
MD,PSI_13,Postoperative sepsis rate,1,43,0,3,,07/01/2018,12/31/2019
MD,PSI_14,Postoperative wound dehiscence rate,0,43,0,3,,07/01/2018,12/31/2019
MD,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,44,1,2,,07/01/2018,12/31/2019
MD,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,8,39,1,Not Available,,07/01/2018,12/31/2019
ME,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,19,1,10,,04/01/2017,10/02/2019
ME,MORT_30_AMI,Death rate for heart attack patients,0,16,0,18,,07/01/2017,12/01/2019
ME,MORT_30_CABG,Death rate for CABG surgery patients,0,3,0,0,,07/01/2017,12/01/2019
ME,MORT_30_COPD,Death rate for COPD patients,0,31,0,3,,07/01/2017,12/01/2019
ME,MORT_30_HF,Death rate for heart failure patients,2,27,0,5,,07/01/2017,12/01/2019
ME,MORT_30_PN,Death rate for pneumonia patients,3,30,0,1,,07/01/2017,12/01/2019
ME,MORT_30_STK,Death rate for stroke patients,1,21,0,11,,07/01/2017,12/01/2019
ME,PSI_03,Pressure ulcer rate,1,17,0,0,,07/01/2018,12/31/2019
ME,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,4,0,13,,07/01/2018,12/31/2019
ME,PSI_06,Iatrogenic pneumothorax rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_08,In-hospital fall with hip fracture rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_09,Perioperative hemorrhage or hematoma rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,17,0,1,,07/01/2018,12/31/2019
ME,PSI_11,Postoperative respiratory failure rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_13,Postoperative sepsis rate,0,16,0,2,,07/01/2018,12/31/2019
ME,PSI_14,Postoperative wound dehiscence rate,0,15,0,3,,07/01/2018,12/31/2019
ME,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,18,0,0,,07/01/2018,12/31/2019
ME,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1,17,0,Not Available,,07/01/2018,12/31/2019
MI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,92,1,21,,04/01/2017,10/02/2019
MI,MORT_30_AMI,Death rate for heart attack patients,0,62,1,54,,07/01/2017,12/01/2019
MI,MORT_30_CABG,Death rate for CABG surgery patients,0,30,0,4,,07/01/2017,12/01/2019
MI,MORT_30_COPD,Death rate for COPD patients,1,105,0,20,,07/01/2017,12/01/2019
MI,MORT_30_HF,Death rate for heart failure patients,3,92,8,21,,07/01/2017,12/01/2019
MI,MORT_30_PN,Death rate for pneumonia patients,4,108,5,8,,07/01/2017,12/01/2019
MI,MORT_30_STK,Death rate for stroke patients,1,71,2,41,,07/01/2017,12/01/2019
MI,PSI_03,Pressure ulcer rate,2,93,0,2,,07/01/2018,12/31/2019
MI,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,47,1,28,,07/01/2018,12/31/2019
MI,PSI_06,Iatrogenic pneumothorax rate,1,96,0,0,,07/01/2018,12/31/2019
MI,PSI_08,In-hospital fall with hip fracture rate,0,96,0,1,,07/01/2018,12/31/2019
MI,PSI_09,Perioperative hemorrhage or hematoma rate,1,89,0,2,,07/01/2018,12/31/2019
MI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,86,1,3,,07/01/2018,12/31/2019
MI,PSI_11,Postoperative respiratory failure rate,0,86,2,3,,07/01/2018,12/31/2019
MI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3,86,1,3,,07/01/2018,12/31/2019
MI,PSI_13,Postoperative sepsis rate,1,85,1,4,,07/01/2018,12/31/2019
MI,PSI_14,Postoperative wound dehiscence rate,0,79,0,11,,07/01/2018,12/31/2019
MI,PSI_15,Abdominopelvic accidental puncture or laceration rate,3,83,0,6,,07/01/2018,12/31/2019
MI,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1,95,1,Not Available,,07/01/2018,12/31/2019
MN,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,51,0,35,,04/01/2017,10/02/2019
MN,MORT_30_AMI,Death rate for heart attack patients,0,19,2,69,,07/01/2017,12/01/2019
MN,MORT_30_CABG,Death rate for CABG surgery patients,0,13,0,1,,07/01/2017,12/01/2019
MN,MORT_30_COPD,Death rate for COPD patients,0,42,0,84,,07/01/2017,12/01/2019
MN,MORT_30_HF,Death rate for heart failure patients,0,51,2,72,,07/01/2017,12/01/2019
MN,MORT_30_PN,Death rate for pneumonia patients,0,63,4,59,,07/01/2017,12/01/2019
MN,MORT_30_STK,Death rate for stroke patients,0,27,0,86,,07/01/2017,12/01/2019
MN,PSI_03,Pressure ulcer rate,2,45,1,1,,07/01/2018,12/31/2019
MN,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,16,1,19,,07/01/2018,12/31/2019
MN,PSI_06,Iatrogenic pneumothorax rate,0,49,0,1,,07/01/2018,12/31/2019
MN,PSI_08,In-hospital fall with hip fracture rate,0,49,0,1,,07/01/2018,12/31/2019
MN,PSI_09,Perioperative hemorrhage or hematoma rate,0,47,0,1,,07/01/2018,12/31/2019
MN,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,45,0,2,,07/01/2018,12/31/2019
MN,PSI_11,Postoperative respiratory failure rate,0,45,1,2,,07/01/2018,12/31/2019
MN,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,47,0,1,,07/01/2018,12/31/2019
MN,PSI_13,Postoperative sepsis rate,0,45,0,3,,07/01/2018,12/31/2019
MN,PSI_14,Postoperative wound dehiscence rate,0,36,0,12,,07/01/2018,12/31/2019
MN,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,47,0,1,,07/01/2018,12/31/2019
MN,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,49,1,Not Available,,07/01/2018,12/31/2019
MO,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,61,1,18,,04/01/2017,10/02/2019
MO,MORT_30_AMI,Death rate for heart attack patients,1,51,0,46,,07/01/2017,12/01/2019
MO,MORT_30_CABG,Death rate for CABG surgery patients,0,27,0,6,,07/01/2017,12/01/2019
MO,MORT_30_COPD,Death rate for COPD patients,2,92,0,17,,07/01/2017,12/01/2019
MO,MORT_30_HF,Death rate for heart failure patients,3,75,4,29,,07/01/2017,12/01/2019
MO,MORT_30_PN,Death rate for pneumonia patients,8,92,6,6,,07/01/2017,12/01/2019
MO,MORT_30_STK,Death rate for stroke patients,3,42,2,54,,07/01/2017,12/01/2019
MO,PSI_03,Pressure ulcer rate,5,68,1,1,,07/01/2018,12/31/2019
MO,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,37,0,24,,07/01/2018,12/31/2019
MO,PSI_06,Iatrogenic pneumothorax rate,0,75,0,0,,07/01/2018,12/31/2019
MO,PSI_08,In-hospital fall with hip fracture rate,0,75,0,0,,07/01/2018,12/31/2019
MO,PSI_09,Perioperative hemorrhage or hematoma rate,0,67,1,3,,07/01/2018,12/31/2019
MO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,63,0,5,,07/01/2018,12/31/2019
MO,PSI_11,Postoperative respiratory failure rate,1,62,0,4,,07/01/2018,12/31/2019
MO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,66,2,2,,07/01/2018,12/31/2019
MO,PSI_13,Postoperative sepsis rate,0,62,0,4,,07/01/2018,12/31/2019
MO,PSI_14,Postoperative wound dehiscence rate,0,61,0,10,,07/01/2018,12/31/2019
MO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,68,0,5,,07/01/2018,12/31/2019
MO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,68,3,Not Available,,07/01/2018,12/31/2019
MP,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,5,04/01/2017,10/02/2019
MP,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
MP,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_08,In-hospital fall with hip fracture rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_09,Perioperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MP,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/31/2019
MS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,26,0,10,,04/01/2017,10/02/2019
MS,MORT_30_AMI,Death rate for heart attack patients,1,24,0,44,,07/01/2017,12/01/2019
MS,MORT_30_CABG,Death rate for CABG surgery patients,3,11,0,3,,07/01/2017,12/01/2019
MS,MORT_30_COPD,Death rate for COPD patients,3,59,0,27,,07/01/2017,12/01/2019
MS,MORT_30_HF,Death rate for heart failure patients,5,57,0,29,,07/01/2017,12/01/2019
MS,MORT_30_PN,Death rate for pneumonia patients,11,69,0,12,,07/01/2017,12/01/2019
MS,MORT_30_STK,Death rate for stroke patients,1,29,1,47,,07/01/2017,12/01/2019
MS,PSI_03,Pressure ulcer rate,5,54,0,2,,07/01/2018,12/31/2019
