"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
11C0001085,NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,2550 WINDY HILL RD SOUTHEAST SUITE 218,MARIETTA,GA,30067,,(770) 953-8058,97,3,0,98,92,6,2,95,88,11,1,95,88,10,2,95,,1412,324,23,07/01/2019,12/31/2020
11C0001177,EAST WEST SURGERY CENTER LP,2041 MESA VALLEY WAY SUITE 125,AUSTELL,GA,30106,,(678) 309-8100,98,2,0,99,92,7,1,96,92,8,0,96,88,11,1,96,,794,215,27,07/01/2019,12/31/2020
11C0001182,ROSWELL SURGERY CENTER LLC,1285 HEMBREE RD SUITE 200C,ROSWELL,GA,30076,,(770) 772-5520,97,2,1,98,93,6,1,96,90,8,2,95,86,11,3,94,,1280,365,29,07/01/2019,12/31/2020
11C0001192,LAWRENCEVILLE SURGERY CENTER LLC,758 OLD NORCROSS RD SUITE 125,LAWRENCEVILLE,GA,30046,,(678) 987-0820,98,2,0,99,91,8,1,95,92,6,2,96,89,10,1,96,,1215,333,27,07/01/2019,12/31/2020
11C0001234,ORTHOPAEDIC SOUTH SURGICAL CENTER,6645 LAKE DR,MORROW,GA,30260,,(678) 422-4230,96,3,1,98,91,8,1,95,89,8,3,95,86,11,3,94,,845,198,23,07/01/2019,12/31/2020
11C0001258,THOMAS EYE SURGERY CENTER LLC,5995 BARFIELD RD,SANDY SPRINGS,GA,30328,,(678) 781-7388,95,4,1,97,88,10,2,93,83,13,4,93,84,13,3,93,,1410,313,22,07/01/2019,12/31/2020
11C0001279,SURGICAL CENTER FOR UROLOGY LLC,290 COUNTRY CLUB DR SUITE 240,STOCKBRIDGE,GA,30281,,(678) 565-1806,96,3,1,98,90,8,2,94,86,11,3,94,91,7,2,96,,1823,370,21,07/01/2019,12/31/2020
11C0001368,NORTH COLUMBUS SURGERY CENTER LLC,7351 OLD MOON RD,COLUMBUS,GA,31909,,(706) 653-7000,,,,,,,,,,,,,,,,,4,,,,,
11C0001370,GEORGIA SPINE SURGERY CENTER LLC DBA GNS SURGERY CENTER,1061 DOWDY RD SUITE 103,ATHENS,GA,30606,,(706) 543-9222,,,,,,,,,,,,,,,,,4,,,,,
11C0001383,HUGHSTON SURGICAL CENTER LLC,6262 VETERANS PKWY UNIT. B,COLUMBUS,GA,31909,,(706) 494-3434,95,4,1,97,91,7,2,95,90,8,2,96,95,4,1,98,,1334,354,27,07/01/2019,12/31/2020
11C0001407,WHITE OAK SURGERY CENTER,1665 EAST HWY 34 SUITE 200,NEWMAN,GA,30265,,(770) 252-7557,97,3,0,99,93,5,2,96,91,6,3,96,90,7,3,95,,1035,189,19,07/01/2019,12/31/2020
11C0001460,RESURGENS EAST SURGERY CENTER LLC,3241 IRIS DR SUITE 100,COVINGTON,GA,30016,,(678) 712-7624,99,1,0,99,95,4,1,97,92,7,1,96,89,9,2,95,,955,267,28,07/01/2019,12/31/2020
11C0001472,RESURGENS FAYETTE SURGERY CENTER LLC,1336 HWY 54 WEST BUILDING 400 SUITE A,FAYETTEVILLE,GA,30214,,(678) 251-0200,99,1,0,99,92,7,1,95,95,4,1,97,92,7,1,97,,1502,490,33,07/01/2019,12/31/2020
12C0001012,KAISER PERMANENTE HONOLULU CLINIC ASC,1010 PENSACOLA ST,HONOLULU,HI,96814,,(808) 597-2611,97,3,0,98,89,8,3,93,88,9,3,95,86,13,1,95,,3214,1365,42,07/01/2019,12/31/2020
12C0001100,KAISER WAILUKU CLINIC ASC,80 MAHALANI ST,WAILUKU,HI,96793,,(808) 243-6000,98,2,0,99,94,5,1,96,87,12,1,95,87,11,2,95,,1666,579,35,07/01/2019,12/31/2020
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,,,,,,,,,,,,,,,,,4,,,,,
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,97,3,0,98,96,3,1,98,91,7,2,96,90,7,3,95,2,1076,332,31,07/01/2019,12/31/2020
14C0001007,HINSDALE SURGICAL CENTER,10 SALT CREEK LANE,HINSDALE,IL,60521,,(630) 706-7147,97,3,0,98,91,7,2,95,88,10,2,95,87,11,2,94,,1245,452,36,07/01/2019,12/31/2020
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,96,3,1,97,89,9,2,94,83,13,4,92,77,18,5,90,,1442,357,25,07/01/2019,12/31/2020
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,96,4,0,98,92,7,1,95,84,14,2,94,83,15,2,93,,1141,489,43,07/01/2019,12/31/2020
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,98,2,0,99,90,8,2,94,89,10,1,96,93,7,0,98,,1405,300,22,07/01/2019,12/31/2020
14C0001061,DREYER MEDICAL AMBULATORY SURGERY CENTER,1221 NORTH HIGHLAND DR,AURORA,IL,60506,,(630) 264-8405,,,,,,,,,,,,,,,,,4,,,,,
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,99,1,0,99,94,5,1,96,92,7,1,96,91,8,1,96,,1023,530,52,07/01/2019,12/31/2020
14C0001088,CENTER FOR HEALTH AMBULATORY SURGERY CENTER LLC,8800 STATE RD 91,PEORIA,IL,61615,,(309) 683-4807,,,,,,,,,,,,,,,,,4,,,,,
14C0001148,UNITED SHOCKWAVE SERVICES LTD,120 N. LAGRANGE RD,ROSEMONT,IL,60525,,(847) 544-5959,,,,,,,,,,,,,,,,,4,,,,,
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,98,2,0,99,92,7,1,95,90,9,1,96,85,13,2,94,,1396,459,33,07/01/2019,12/31/2020
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,97,2,1,98,91,7,2,94,89,9,2,95,87,11,2,95,,1437,542,38,07/01/2019,12/31/2020
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,,,,,,,,,,,,,,,,,4,,,,,
15C0001158,TERRE HAUTE SURGICAL CENTER LLC,227 EAST MCCALLISTER DR,TERRE HAUTE,IN,47802,,(812) 234-4315,99,1,0,99,95,4,1,97,94,5,1,96,91,8,1,96,,858,353,41,07/01/2019,12/31/2020
15C0001169,INDIANA SPECIALTY SURGERY CENTER LLC,1380 W ARCH HAVEN AVE,BLOOMINGTON,IN,47403,,(812) 330-1164,98,2,0,99,90,8,2,94,92,7,1,96,89,10,1,95,,1001,419,42,07/01/2019,12/31/2020
16C0001016,SURGERY CENTER CEDAR RAPIDS,1075 1ST AVE. SE,CEDAR RAPIDS,IA,52402,,(319) 558-4803,97,2,1,98,90,8,2,94,88,10,2,94,83,15,2,94,,2120,817,39,07/01/2019,12/31/2020
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,,,,,,,,,,,,,,,,,4,,,,,
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,97,3,0,99,89,9,2,94,87,11,2,94,84,14,2,94,,1641,708,43,07/01/2019,12/31/2020
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,96,3,1,98,90,7,3,94,84,13,3,93,90,8,2,96,,1395,287,21,07/01/2019,12/31/2020
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,98,2,0,99,91,7,2,95,87,10,3,95,90,9,1,97,,1311,314,24,07/01/2019,12/31/2020
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,98,2,0,99,93,5,2,95,90,8,2,95,86,12,2,95,,1369,310,23,07/01/2019,12/31/2020
19C0001092,ADVANCED SURGICAL CONCEPTS LLC,9118 BLUEBONNET CENTRE BLVD,BATON ROUGE,LA,70809,,(225) 368-2330,99,1,0,99,93,5,2,96,93,6,1,96,86,11,3,94,,1137,257,23,07/01/2019,12/31/2020
19C0001106,ORTHOPEDIC SURGERY CENTER LLC,7301 HENNESY BLVD STE 100,BATON ROUGE,LA,70808,,(225) 766-0050,,,,,,,,,,,,,,,,,4,,,,,
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,97,3,0,99,92,6,2,95,91,7,2,95,88,11,1,95,,1201,337,28,07/01/2019,12/31/2020
19C0001113,PONTCHARTRAIN SURGERY CENTER LLC,"4407 HWY 190 SERVICE RD, EAST STE.",COVINGTON,LA,70433,,(985) 234-9700,,,,,,,,,,,,,,,,,4,,,,,
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,98,2,0,99,95,4,1,97,92,7,1,96,91,7,2,96,,1129,436,39,07/01/2019,12/31/2020
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,98,2,0,99,93,6,1,96,93,6,1,96,89,9,2,95,,778,243,31,07/01/2019,12/31/2020
21C0001063,CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,515 FAIRMOUNT AVE. STE 100,TOWSON,MD,21286,,(410) 494-1335,92,6,2,95,90,8,2,94,82,14,4,93,85,12,3,94,,1994,241,12,07/01/2019,12/31/2020
21C0001590,DIALYSIS ACCESS SERVICES LLC,1666 SULPHUR SPRINGS RD,BALTIMORE,MD,21227,,(410) 536-5400,97,3,0,98,89,10,1,94,87,10,3,95,89,7,4,94,,651,107,16,07/01/2019,12/31/2020
21C0001594,DIALYSIS ACCESS SERVICES LLC,2405 YORK RD SUITE 100,TIMONIUM,MD,21093,,(410) 536-5400,95,5,0,98,89,9,2,94,82,14,4,92,75,23,2,91,3,630,95,15,07/01/2019,12/31/2020
22C0001011,ARC WORCESTER CENTER LP DBA WORCESTER SURGICAL CENTER,300 GROVE ST,WORCESTER,MA,01605,,(508) 754-0700,97,3,0,99,93,6,1,96,89,9,2,95,89,9,2,95,,1202,501,42,07/01/2019,12/31/2020
22C0001023,CATARACT AND LASER CENTER WEST LLC,171 INTERSTATE DR,WEST SPRINGFIELD,MA,01089,,(413) 737-5500,98,2,0,99,89,9,2,94,84,15,1,94,86,12,2,94,,608,294,48,07/01/2019,12/31/2020
22C0001077,CAPE COD SURGERY CENTER,160 FALMOUTH RD,MASHPEE,MA,02649,,(508) 862-5116,,,,,,,,,,,,,,,,,4,,,,,
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,97,3,0,98,88,9,3,93,83,15,2,94,89,10,1,96,,1163,318,28,07/01/2019,12/31/2020
23C0001027,LAKE LANSING ASC PARTNERS LLC,1707 LAKE LANSING RD,LANSING,MI,48912,,(517) 708-3363,98,2,0,99,91,8,1,95,91,8,1,96,87,12,1,95,,1680,608,39,07/01/2019,12/31/2020
23C0001031,GENESIS SURGERY CENTER,3400 E JOLLY RD,LANSING,MI,48910,,(517) 272-1063,98,2,0,99,91,8,1,95,91,7,2,95,88,10,2,95,,1242,580,53,07/01/2019,12/31/2020
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,95,4,1,97,90,8,2,94,86,11,3,95,88,11,1,96,,1249,324,27,07/01/2019,12/31/2020
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,98,2,0,99,93,6,1,96,93,6,1,97,92,7,1,97,,1145,297,26,07/01/2019,12/31/2020
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,97,2,1,98,89,8,3,93,89,10,1,95,91,8,1,97,,1256,301,25,07/01/2019,12/31/2020
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,98,2,0,99,90,8,2,94,86,12,2,94,87,11,2,95,,1258,475,38,07/01/2019,12/31/2020
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,98,2,0,99,89,9,2,93,85,13,2,94,84,15,1,94,,1076,428,40,07/01/2019,12/31/2020
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,98,2,0,99,93,6,1,96,91,8,1,96,88,11,1,96,,1212,416,34,07/01/2019,12/31/2020
24C0001010,WILLMAR SURGERY CENTER,1320 SOUTH FIRST ST,WILLMAR,MN,56201,,(320) 235-6506,98,2,0,99,91,8,1,95,86,12,2,94,85,14,1,94,,1749,671,38,07/01/2019,12/31/2020
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,93,6,1,96,88,11,1,95,85,14,1,95,,2388,847,36,07/01/2019,12/31/2020
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,,,,,,,,,,,,,,,,,4,,,,,
24C0001093,CENTRACARE,1013 HART BLVD SUITE 2,MONTICELLO,MN,55362,,(763) 271-2544,,,,,,,,,,,,,,,,,4,,,,,
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,,,,,,,,,,,,,,,,,4,,,,,
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,98,2,0,99,95,5,0,97,90,9,1,96,91,7,2,95,,1399,386,28,07/01/2019,12/31/2020
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,98,2,0,99,93,5,2,95,93,6,1,96,92,6,2,96,,1876,430,23,07/01/2019,12/31/2020
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,97,2,1,98,90,8,2,94,86,12,2,94,83,15,2,93,,1612,489,30,07/01/2019,12/31/2020
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,96,3,1,98,89,8,3,93,83,13,4,93,82,14,4,93,,1550,444,29,07/01/2019,12/31/2020
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP DBA SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES,5139 MATTIS RD  SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,93,6,1,96,91,8,1,96,89,10,1,96,,1092,494,45,07/01/2019,12/31/2020
26C0001061,DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD. STE. 150,ST LOUIS,MO,63131,,(314) 569-2918,97,3,0,99,90,8,2,94,86,12,2,94,84,14,2,94,,1271,424,33,07/01/2019,12/31/2020
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,99,1,0,100,94,5,1,97,94,5,1,97,93,6,1,97,,1195,417,35,07/01/2019,12/31/2020
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,97,3,0,99,93,6,1,96,89,10,1,95,84,14,2,94,,778,326,42,07/01/2019,12/31/2020
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,97,2,1,98,94,5,1,96,91,7,2,95,86,12,2,94,,904,317,35,07/01/2019,12/31/2020
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,98,2,0,99,92,6,2,95,90,9,1,96,88,10,2,95,,1158,447,39,07/01/2019,12/31/2020
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,98,2,0,99,93,6,1,96,89,10,1,96,86,13,1,95,,1134,323,28,07/01/2019,12/31/2020
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,2,0,99,94,5,1,96,91,9,0,96,92,7,1,97,,934,408,44,07/01/2019,12/31/2020
26C0001093,TOTAL JOINT CENTER OF ST LOUIS LP,760 OFFICE PARKWAY,CREVE COEUR,MO,63141,,(314) 995-4700,,,,,,,,,,,,,,,,,4,,,,,
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,96,3,1,98,92,6,2,95,87,10,3,94,85,12,3,93,,1124,360,32,07/01/2019,12/31/2020
26C0001099,MANCHESTER AMBULATORY SURGERY CENTER LP DBA MANCHESTER SURGERY CENTER,1040 OLD DES PERES RD,DES PERES,MO,63131,,(314) 775-2264,98,2,0,99,91,8,1,95,86,12,2,94,79,19,2,92,,1120,328,29,07/01/2019,12/31/2020
26C0001103,CEDAR OAKS SURGERY CENTER LLC,706 BURKARTH RD,WARRENSBURG,MO,64093,,(660) 747-8868,,,,,,,,,,,,,,,,,4,,,,,
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP,520 S. ELM AVE.,WEBSTER GROVES,MO,63119,,(314) 962-3464,98,2,0,99,91,7,2,95,89,9,2,95,86,12,2,94,,1169,352,30,07/01/2019,12/31/2020
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP DBA FRONTENAC SURGERY AND SPINE CARE CENTER,10435 CLAYTON RD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,98,2,0,99,92,6,2,95,91,8,1,96,89,11,0,96,,898,279,31,07/01/2019,12/31/2020
26C0001116,GATEWAY ENDOSCOPY CENTER LP,12855 N. 40 DR. STE. 150,ST LOUIS,MO,63141,,(314) 336-1130,99,1,0,99,94,5,1,96,93,6,1,97,91,8,1,96,,863,360,42,07/01/2019,12/31/2020
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,96,3,1,97,90,8,2,94,81,16,3,93,78,20,2,92,,1113,428,38,07/01/2019,12/31/2020
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,97,3,0,98,90,8,2,94,89,9,2,95,87,11,2,95,,910,410,45,07/01/2019,12/31/2020
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,2,0,99,93,5,2,96,92,7,1,96,88,11,1,96,,1457,532,37,07/01/2019,12/31/2020
26C0001157,NORTH CAMPUS SURGERY CENTER LLC,"633 EMERSON RD., SUITE 120",CREVE COEUR,MO,63141,,(314) 991-2090,99,1,0,100,94,5,1,96,95,5,0,97,91,8,1,96,,959,250,26,07/01/2019,12/31/2020
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,,,,,,,,,,,,,,,,,4,,,,,
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,98,2,0,99,91,7,2,95,91,8,1,96,92,7,1,97,,933,281,30,07/01/2019,12/31/2020
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,97,3,0,99,93,6,1,96,87,12,1,94,85,14,1,94,,1445,514,36,07/01/2019,12/31/2020
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,98,2,0,99,92,7,1,96,88,11,1,95,90,9,1,96,,1333,332,25,07/01/2019,12/31/2020
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,91,7,2,95,90,8,2,96,88,10,2,95,,1420,288,20,07/01/2019,12/31/2020
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,99,1,0,99,91,7,2,95,90,8,2,95,89,9,2,95,,1945,557,29,07/01/2019,12/31/2020
30C0001014,DARTMOUTH-HITCHCOCK AMBULATORY SURGERY CENTER,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8127,98,2,0,99,93,6,1,96,88,10,2,95,86,13,1,95,,1743,489,28,07/01/2019,12/31/2020
30C0001021,HILLSIDE AMBULATORY SURGERY CENTER,14 MAPLE ST,GILFORD,NH,03249,,(603) 524-7514,,,,,,,,,,,,,,,,,4,,,,,
30C0001031,DARTMOUTH HITCHCOCK NASHUA ENDOSCOPY CENTER,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 629-8127,98,2,0,99,94,5,1,96,90,9,1,96,90,8,2,96,,1833,525,29,07/01/2019,12/31/2020
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,,,,,,,,,,,,,,,,,4,,,,,
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,97,3,0,99,90,7,3,94,88,11,1,95,85,14,1,94,,1384,509,37,07/01/2019,12/31/2020
31C0001118,CENTRAL JERSEY SURGERY CENTER LLC,97 CORBETT WAY,EATONTOWN,NJ,07724,,(732) 460-2777,97,3,0,99,90,8,2,94,90,7,3,95,86,12,2,95,,848,301,35,07/01/2019,12/31/2020
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,90,8,2,94,92,6,2,96,87,12,1,95,,886,278,31,07/01/2019,12/31/2020
31C0001147,SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,225 MAY ST. UNIT C,EDISON,NJ,08837,,(732) 661-0570,,,,,,,,,,,,,,,,,4,,,,,
31C0001150,ORTHOPAEDIC SURGERY CENTER OF NORTHWEST JERSEY LLC,3130 ROUTE 10 WEST STE. 200,DENVILLE,NJ,07834,,(973) 328-3475,98,2,0,99,91,7,2,94,87,11,2,94,86,12,2,94,,1475,463,31,07/01/2019,12/31/2020
31C0001152,HACKENSACK ENDOSCOPY CENTER,170 PROSPECTIVE AVE. STE 10,HACKENSACK,NJ,07601,,(201) 498-0030,98,2,0,99,89,8,3,93,92,7,1,96,89,10,1,96,,1103,366,33,07/01/2019,12/31/2020
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,92,7,1,95,94,5,1,97,91,8,1,97,,1196,441,37,07/01/2019,12/31/2020
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,99,1,0,99,91,7,2,95,89,11,0,96,88,11,1,96,,827,254,31,07/01/2019,12/31/2020
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,89,8,3,93,88,11,1,95,86,13,1,94,,1194,349,29,07/01/2019,12/31/2020
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,99,1,0,99,93,6,1,96,92,8,0,96,91,8,1,96,,1187,339,29,07/01/2019,12/31/2020
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,97,3,0,98,89,8,3,93,84,15,1,94,78,21,1,92,,963,243,25,07/01/2019,12/31/2020
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,96,3,1,98,89,8,3,93,87,11,2,95,87,12,1,95,,1220,353,29,07/01/2019,12/31/2020
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,97,3,0,98,87,9,4,92,89,9,2,95,87,11,2,95,,1469,392,27,07/01/2019,12/31/2020
31C0001216,SOMERSET AMBULATORY SURGICAL CENTER,1 HWY 206 N,SOMERVILLE,NJ,08876,,(908) 393-8360,98,2,0,99,91,8,1,95,92,7,1,96,89,9,2,95,,1311,422,32,07/01/2019,12/31/2020
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,99,1,0,100,92,7,1,96,92,8,0,97,89,10,1,96,,1025,242,24,07/01/2019,12/31/2020
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,98,2,0,99,93,6,1,96,90,8,2,95,87,12,1,95,,1356,548,40,07/01/2019,12/31/2020
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,,,,,,,,,,,,,,,,,4,,,,,
