"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,46,24,"2, 20",01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,57,23,"2, 20",01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,99,108,"2, 20",01/01/2019,12/31/2019
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,83,84,"2, 20",01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.42,5703,20,01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5703,20,01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,50,105,"2, 20",01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,71,129,"2, 20",01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,79,150,"2, 20",01/01/2019,12/31/2019
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,74,127,"2, 20",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.08,3758,20,01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.69,3758,20,01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,83,105,"2, 20",01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,173,"2, 20",01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,87,249,"2, 20",01/01/2019,12/31/2019
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,79,214,"2, 20",01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.79,4075,20,01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4075,20,01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,98,118,"2, 20",01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,145,"2, 20",01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,92,261,"2, 20",01/01/2019,12/31/2019
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,98,203,"2, 20",01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2275,20,01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.11,2275,20,01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,94,53,"2, 20",01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,55,98,"2, 20",01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,95,132,"2, 20",01/01/2019,12/31/2019
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,34,112,"2, 20",01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,6.36,3676,20,01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3676,20,01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,99,87,"2, 20",01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,75,81,"2, 20",01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,91,137,"2, 20",01/01/2019,12/31/2019
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,82,108,"2, 20",01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.53,5831,20,01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5831,20,01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,82,174,"2, 20",01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,47,215,"2, 20",01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,72,222,"2, 20",01/01/2019,12/31/2019
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,29,195,"2, 20",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,100,58,"2, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,86,80,"2, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,93,138,"2, 20",01/01/2019,12/31/2019
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,79,107,"2, 20",01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.25,3087,20,01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.07,3087,20,01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,85,128,"2, 20",01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,90,159,"2, 20",01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,77,213,"2, 20",01/01/2019,12/31/2019
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,55,184,"2, 20",01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2451,20,01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,2451,20,01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,98,90,"2, 20",01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,127,"2, 20",01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,96,211,"2, 20",01/01/2019,12/31/2019
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,97,184,"2, 20",01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.6,7112,20,01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.14,7112,20,01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,81,145,"2, 20",01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,96,327,"2, 20",01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,95,315,"2, 20",01/01/2019,12/31/2019
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,99,302,"2, 20",01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,5,01/01/2019,12/31/2019
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,5,01/01/2019,12/31/2019
