"Facility ID","Facility Name","MSA","MSA Title","HCAHPS HLMR","HCAHPS HLMR Percentile","HCAHPS Start Date","HCAHPS End Date","HCAHPS Footnote","COMP-HIP-KNEE","COMP-HIP-KNEE Percentile","COMP Start Date","COMP End Date","COMP Footnote","PRO","PRO Start Date","PRO End Date","Reconciliation Footnote"
100281,MEMORIAL HOSPITAL WEST,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",82.69,34%,07/01/2021,06/30/2022,,3.05341,55%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
100284,KERALTY HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",N/A,N/A,07/01/2021,06/30/2022,***,N/A,N/A,04/01/2019,03/31/2022,1,Y,07/01/2021,06/30/2022,
100285,MEMORIAL HOSPITAL MIRAMAR,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",85.38,69%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
100287,GOOD SAMARITAN MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",77.06,3%,07/01/2021,06/30/2022,,2.87298,71%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
100288,ST MARY'S MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",77.94,5%,07/01/2021,06/30/2022,,3.48213,26%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
100296,DOCTORS HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",82.75,34%,07/01/2021,06/30/2022,,2.40646,94%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,36740,"Orlando-Kissimmee-Sanford, FL",73.13,1%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
100314,WEST KENDALL BAPTIST HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",85.38,69%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,5,N,07/01/2021,06/30/2022,
100319,ADVENTHEALTH WESLEY CHAPEL,45300,"Tampa-St. Petersburg-Clearwater, FL",85.31,69%,07/01/2021,06/30/2022,,2.89933,68%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
180001,ST ELIZABETH FT THOMAS,17140,"Cincinnati, OH-KY-IN",86.75,85%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,5,N,07/01/2021,06/30/2022,
180035,ST ELIZABETH MEDICAL CENTER NORTH,17140,"Cincinnati, OH-KY-IN",86.31,80%,07/01/2021,06/30/2022,,3.72206,15%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
180045,ST ELIZABETH FLORENCE,17140,"Cincinnati, OH-KY-IN",85.94,76%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,**
190036,OCHSNER MEDICAL CENTER,35380,"New Orleans-Metairie, LA",85.69,73%,07/01/2021,06/30/2022,,2.946,64%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190039,WEST JEFFERSON MEDICAL CENTER,35380,"New Orleans-Metairie, LA",83.38,42%,07/01/2021,06/30/2022,,2.83595,74%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190040,SLIDELL MEMORIAL HOSPITAL,35380,"New Orleans-Metairie, LA",84.31,55%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
190045,ST TAMMANY PARISH HOSPITAL,35380,"New Orleans-Metairie, LA",87.69,91%,07/01/2021,06/30/2022,,2.78706,79%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
190046,TOURO INFIRMARY,35380,"New Orleans-Metairie, LA",86.06,77%,07/01/2021,06/30/2022,,3.44217,28%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190125,ST FRANCIS MEDICAL CENTER,33740,"Monroe, LA",85.25,68%,07/01/2021,06/30/2022,,3.58407,20%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190146,EAST JEFFERSON GENERAL HOSPITAL,35380,"New Orleans-Metairie, LA",84.63,59%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
190160,GLENWOOD REGIONAL MEDICAL CENTER,33740,"Monroe, LA",81.94,26%,07/01/2021,06/30/2022,,2.8847,69%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190176,TULANE MEDICAL CENTER,35380,"New Orleans-Metairie, LA",85.06,65%,07/01/2021,06/30/2022,,2.66557,86%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",35380,"New Orleans-Metairie, LA",86.31,80%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
190256,STERLING SURGICAL HOSPITAL,35380,"New Orleans-Metairie, LA",N/A,N/A,07/01/2021,06/30/2022,***,2.8328,75%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190267,AVALA,35380,"New Orleans-Metairie, LA",91.13,98%,07/01/2021,06/30/2022,,3.15266,48%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190270,OUR LADY OF THE LAKE SURGICAL HOSPITAL,35380,"New Orleans-Metairie, LA",90.31,97%,07/01/2021,06/30/2022,,3.86897,10%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
190274,OCHSNER MEDICAL CENTER-KENNER,35380,"New Orleans-Metairie, LA",83.56,44%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.06,18%,07/01/2021,06/30/2022,,2.43317,94%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310002,NEWARK BETH ISRAEL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.69,16%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310003,PALISADES MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.94,17%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310005,HUNTERDON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.06,65%,07/01/2021,06/30/2022,,2.30161,96%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310006,ST MARY'S GENERAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.13,19%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310008,HOLY NAME MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.38,42%,07/01/2021,06/30/2022,,6.22033,0%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310009,CLARA MAASS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.69,16%,07/01/2021,06/30/2022,,2.93702,65%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310010,PENN MEDICINE PRINCETON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",86.25,79%,07/01/2021,06/30/2022,,3.41826,30%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310012,VALLEY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.31,42%,07/01/2021,06/30/2022,,2.07771,99%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310015,MORRISTOWN MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.5,57%,07/01/2021,06/30/2022,,2.52812,91%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.38,14%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310017,CHILTON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.75,47%,07/01/2021,06/30/2022,,2.95209,64%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.5,10%,07/01/2021,06/30/2022,,3.17663,46%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.25,20%,07/01/2021,06/30/2022,,3.6441,17%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.88,8%,07/01/2021,06/30/2022,,3.45367,27%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
310027,TRINITAS REGIONAL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.56,7%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310028,NEWTON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.06,27%,07/01/2021,06/30/2022,,3.23009,42%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
310034,RIVERVIEW MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.13,52%,07/01/2021,06/30/2022,,3.16824,47%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.44,21%,07/01/2021,06/30/2022,,3.38958,31%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310039,RARITAN BAY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.38,14%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.31,30%,07/01/2021,06/30/2022,,3.38086,32%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310041,COMMUNITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.13,12%,07/01/2021,06/30/2022,,2.72252,82%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.13,52%,07/01/2021,06/30/2022,,3.10777,51%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.31,20%,07/01/2021,06/30/2022,,3.97878,8%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.19,28%,07/01/2021,06/30/2022,,3.3594,33%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310051,OVERLOOK MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.25,29%,07/01/2021,06/30/2022,,2.93969,64%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310052,OCEAN UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.63,23%,07/01/2021,06/30/2022,,3.03448,57%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310054,"HACKENSACK MERIDIAN HEALTH, MOUNTAINSIDE MEDICAL",35620,"New York-Newark-Jersey City, NY-NJ-PA",80.5,14%,07/01/2021,06/30/2022,,4.54114,2%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
310070,SAINT PETER'S UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.19,67%,07/01/2021,06/30/2022,,2.69663,84%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.06,27%,07/01/2021,06/30/2022,,3.3506,34%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310074,JERSEY CITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.5,32%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310075,MONMOUTH MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.44,56%,07/01/2021,06/30/2022,,2.97159,62%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310076,COOPERMAN BARNABAS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.56,44%,07/01/2021,06/30/2022,,3.11351,50%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310083,EAST ORANGE GENERAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",74.69,1%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,5,N,07/01/2021,06/30/2022,
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.44,31%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310096,SAINT MICHAEL'S MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.81,35%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310108,JFK UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.06,12%,07/01/2021,06/30/2022,,3.77483,13%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
310111,CENTRASTATE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.5,14%,07/01/2021,06/30/2022,,3.37006,32%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310112,BAYSHORE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.06,27%,07/01/2021,06/30/2022,,3.0107,59%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
310113,SOUTHERN OCEAN MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.88,17%,07/01/2021,06/30/2022,,3.10568,51%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310118,HUDSON REGIONAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.56,15%,07/01/2021,06/30/2022,,2.77051,80%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
310119,UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.25,9%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.75,24%,07/01/2021,06/30/2022,,3.45227,27%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
330006,ST JOSEPH'S MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.63,15%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330009,BRONXCARE HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",75.69,2%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",35620,"New York-Newark-Jersey City, NY-NJ-PA",77.5,4%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330023,VASSAR BROTHERS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.19,28%,07/01/2021,06/30/2022,,2.85125,73%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330024,MOUNT SINAI HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.88,25%,07/01/2021,06/30/2022,,3.63069,18%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
330027,NASSAU UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",73.13,1%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330028,RICHMOND UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.38,9%,07/01/2021,06/30/2022,,3.23047,42%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330043,SOUTHSIDE HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.44,14%,07/01/2021,06/30/2022,,1.97927,99%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330045,HUNTINGTON HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.56,72%,07/01/2021,06/30/2022,,2.36286,95%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.63,4%,07/01/2021,06/30/2022,,2.81326,76%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330104,NYACK HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.81,5%,07/01/2021,06/30/2022,,2.52969,91%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330106,NORTH SHORE UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.13,39%,07/01/2021,06/30/2022,,2.51912,92%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330107,PECONIC BAY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.63,33%,07/01/2021,06/30/2022,,1.81244,100%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330127,JACOBI MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.44,4%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330128,ELMHURST HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.75,7%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330141,LONG ISLAND COMMUNITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",74.44,1%,07/01/2021,06/30/2022,,2.88549,69%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.94,17%,07/01/2021,06/30/2022,,2.78083,79%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330160,STATEN ISLAND UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.25,29%,07/01/2021,06/30/2022,,3.42587,29%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
330162,NORTHERN WESTCHESTER HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",86,77%,07/01/2021,06/30/2022,,2.58946,90%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330181,GLEN COVE HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.44,70%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,5,N,07/01/2021,06/30/2022,
330182,"ST FRANCIS HOSPITAL, ROSLYN",35620,"New York-Newark-Jersey City, NY-NJ-PA",86.44,81%,07/01/2021,06/30/2022,,3.63905,18%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,35620,"New York-Newark-Jersey City, NY-NJ-PA",87.13,88%,07/01/2021,06/30/2022,,3.69254,16%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330196,CONEY ISLAND HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.63,4%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330198,MOUNT SINAI SOUTH NASSAU,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.13,8%,07/01/2021,06/30/2022,,3.02931,57%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330204,BELLEVUE HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79,8%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330205,ST ANTHONY COMMUNITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",88,92%,07/01/2021,06/30/2022,,2.85704,72%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.19,6%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
330246,ST CHARLES HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.63,59%,07/01/2021,06/30/2022,,2.49006,93%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
330259,MERCY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.63,23%,07/01/2021,06/30/2022,,2.80414,77%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
330261,PHELPS HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.13,52%,07/01/2021,06/30/2022,,2.98552,61%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330264,ST LUKE'S CORNWALL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.94,11%,07/01/2021,06/30/2022,,3.19747,44%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330267,HUDSON VALLEY HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.88,63%,07/01/2021,06/30/2022,,3.31413,36%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330273,PUTNAM HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.38,9%,07/01/2021,06/30/2022,,2.85588,72%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.88,17%,07/01/2021,06/30/2022,,3.2737,39%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
330331,PLAINVIEW HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.69,23%,07/01/2021,06/30/2022,,3.66019,17%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
330332,ST JOSEPH HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.56,32%,07/01/2021,06/30/2022,,3.4701,26%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.75,5%,07/01/2021,06/30/2022,,3.19743,44%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
330401,ST CATHERINE OF SIENA HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.31,20%,07/01/2021,06/30/2022,,3.29495,37%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,11700,"Asheville, NC",85,65%,07/01/2021,06/30/2022,,3.69418,16%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
340023,PARK RIDGE HEALTH,11700,"Asheville, NC",86.31,80%,07/01/2021,06/30/2022,,2.66552,86%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
340040,VIDANT MEDICAL CENTER,24780,"Greenville, NC",83.56,44%,07/01/2021,06/30/2022,,3.5238,24%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
340184,HAYWOOD REGIONAL MEDICAL CENTER,11700,"Asheville, NC",82.38,30%,07/01/2021,06/30/2022,,3.15199,48%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360001,MERCY HEALTH-ANDERSON HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.44,43%,07/01/2021,06/30/2022,,3.0336,57%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",17140,"Cincinnati, OH-KY-IN",84.5,57%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
360016,THE JEWISH HOSPITAL-MERCY HEALTH,17140,"Cincinnati, OH-KY-IN",86.75,85%,07/01/2021,06/30/2022,,3.61856,18%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,17140,"Cincinnati, OH-KY-IN",84.06,51%,07/01/2021,06/30/2022,,3.57223,21%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360076,ATRIUM MEDICAL CENTER,17140,"Cincinnati, OH-KY-IN",81.44,21%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,10420,"Akron, OH",84.63,59%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
360081,MERCY HEALTH - ST CHARLES HOSPITAL,45780,"Toledo, OH",83.63,45%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360090,MCLAREN ST LUKE'S,45780,"Toledo, OH",83.06,38%,07/01/2021,06/30/2022,,2.87121,71%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,17140,"Cincinnati, OH-KY-IN",84.88,63%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
360134,GOOD SAMARITAN HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.75,47%,07/01/2021,06/30/2022,,3.59804,19%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360163,CHRIST HOSPITAL,17140,"Cincinnati, OH-KY-IN",86.69,84%,07/01/2021,06/30/2022,,2.26827,97%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360179,BETHESDA NORTH,17140,"Cincinnati, OH-KY-IN",82.19,28%,07/01/2021,06/30/2022,,3.2448,40%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
